"ID";"Periods";"TotalSupply_1";"IndigenousProduction_2";"ProductionFromOtherSources_3";"ImportsOfGaseousNaturalGasTotal_4";"ImportsViaNorway_5";"ImportsViaGermany_6";"ImportsViaBelgium_7";"ImportsViaUnitedKingdom_8";"ImportsViaDenmark_9";"ImportsOfLNGTotal_10";"ImportsViaTheUnitedStates_11";"ImportsViaNorway_12";"ImportsViaRussia_13";"ImportsViaAfrica_14";"ImportsViaAsia_15";"ImportsViaAmericaExcludingUS_16";"ImportsViaOtherUnknown_17";"ExportsOfGaseousNaturalGasTotal_18";"ExportsToNorway_19";"ExportsToGermany_20";"ExportsToBelgium_21";"ExportsToUnitedKingdom_22";"ExportsToDenmark_23";"ExportsOfLiquefiedNaturalGasLNG_24";"Bunkers_25";"StockChange_26";"TotalConsumption_27";"TotalViaTheMainGrid_28";"ElectricityPowerPlants_29";"OtherConsumers_30";"ViaRegionalGrids_31";"ConsumptionByProductionAndTransport_32";"ClosingStock_33";"ClosingStockGaseousGas_34";"ClosingStockLiquefiedNaturalGas_35";"Flaring_36";"StorageCapacityTotal_37";"StorageCapacityGaseousGas_38";"StorageCapacityLiquefiedNaturalGas_39"
"452";"2005MM05";"    3202";"    4970";"       1";"    2023";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3280";"";"";"";"";"";"";"       .";"    -512";"    3202";"    1964";"     718";"    1246";"    1182";"      56";"       .";"";"";"       3";"";"";""
"453";"2005MM06";"    2761";"    4224";"       1";"    1658";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2885";"";"";"";"";"";"";"       .";"    -237";"    2761";"    1962";"     773";"    1189";"     751";"      48";"       .";"";"";"       3";"";"";""
"454";"2005KW02";"    9459";"   14842";"       3";"    5494";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   10059";"";"";"";"";"";"";"       .";"    -821";"    9459";"    5809";"    2126";"    3683";"    3489";"     161";"       .";"";"";"       9";"";"";""
"455";"2005MM07";"    2587";"    3749";"       1";"    1831";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2773";"";"";"";"";"";"";"       .";"    -221";"    2587";"    1903";"     689";"    1214";"     636";"      48";"       .";"";"";"       3";"";"";""
"456";"2005MM08";"    2589";"    3538";"       1";"    1814";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2321";"";"";"";"";"";"";"       .";"    -443";"    2589";"    1837";"     616";"    1221";"     705";"      47";"       .";"";"";"       3";"";"";""
"457";"2005MM09";"    2803";"    3412";"       1";"    1977";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2308";"";"";"";"";"";"";"       .";"    -279";"    2803";"    1976";"     747";"    1229";"     777";"      50";"       .";"";"";"       3";"";"";""
"458";"2005KW03";"    7979";"   10699";"       3";"    5622";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7402";"";"";"";"";"";"";"       .";"    -943";"    7979";"    5716";"    2052";"    3664";"    2118";"     145";"       .";"";"";"       9";"";"";""
"459";"2005MM10";"    3276";"    4565";"       1";"    1908";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3345";"";"";"";"";"";"";"       .";"     147";"    3276";"    2030";"     736";"    1294";"    1196";"      50";"       .";"";"";"       3";"";"";""
"460";"2005MM11";"    4613";"    8007";"       1";"    1755";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5261";"";"";"";"";"";"";"       .";"     111";"    4613";"    2177";"     821";"    1356";"    2366";"      70";"       .";"";"";"       3";"";"";""
"461";"2005MM12";"    5521";"   10061";"       1";"    1758";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6412";"";"";"";"";"";"";"       .";"     113";"    5521";"    2221";"     864";"    1357";"    3225";"      75";"       .";"";"";"       4";"";"";""
"462";"2005KW04";"   13410";"   22633";"       3";"    5421";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   15018";"";"";"";"";"";"";"       .";"     371";"   13410";"    6428";"    2421";"    4007";"    6787";"     195";"       .";"";"";"      10";"";"";""
"463";"2006MM01";"    6165";"   10833";"       2";"    1977";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6902";"";"";"";"";"";"";"       .";"     255";"    6165";"    2207";"     803";"    1404";"    3898";"      60";"       .";"";"";"       3";"";"";""
"464";"2006MM02";"    5379";"    9630";"       2";"    1523";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6163";"";"";"";"";"";"";"       .";"     387";"    5379";"    2042";"     775";"    1267";"    3283";"      54";"       .";"";"";"       2";"";"";""
"465";"2006MM03";"    5375";"    9232";"       2";"    1832";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6453";"";"";"";"";"";"";"       .";"     762";"    5375";"    2118";"     759";"    1359";"    3202";"      55";"       .";"";"";"       3";"";"";""
"466";"2006KW01";"   16919";"   29695";"       6";"    5332";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   19518";"";"";"";"";"";"";"       .";"    1404";"   16919";"    6367";"    2337";"    4030";"   10383";"     169";"       .";"";"";"       8";"";"";""
"467";"2006MM04";"    3601";"    6180";"       2";"    1957";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4398";"";"";"";"";"";"";"       .";"    -140";"    3601";"    1742";"     570";"    1172";"    1808";"      51";"       .";"";"";"       3";"";"";""
"468";"2006MM05";"    2773";"    4402";"       2";"    2202";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3432";"";"";"";"";"";"";"       .";"    -401";"    2773";"    1705";"     536";"    1169";"    1017";"      51";"       .";"";"";"       2";"";"";""
"469";"2006MM06";"    2469";"    3938";"       2";"    1932";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3243";"";"";"";"";"";"";"       .";"    -160";"    2469";"    1691";"     559";"    1132";"     734";"      44";"       .";"";"";"       2";"";"";""
"470";"2006KW02";"    8843";"   14520";"       6";"    6091";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   11073";"";"";"";"";"";"";"       .";"    -701";"    8843";"    5138";"    1665";"    3473";"    3559";"     146";"       .";"";"";"       7";"";"";""
"471";"2006MM07";"    2406";"    3441";"       2";"    2204";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2777";"";"";"";"";"";"";"       .";"    -464";"    2406";"    1857";"     702";"    1155";"     509";"      40";"       .";"";"";"       2";"";"";""
"472";"2006MM08";"    2511";"    3368";"       2";"    2225";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2631";"";"";"";"";"";"";"       .";"    -453";"    2511";"    1786";"     645";"    1141";"     690";"      35";"       .";"";"";"       2";"";"";""
"473";"2006MM09";"    2450";"    2780";"       2";"    2157";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2352";"";"";"";"";"";"";"       .";"    -137";"    2450";"    1767";"     680";"    1087";"     648";"      35";"       .";"";"";"       2";"";"";""
"474";"2006KW03";"    7367";"    9589";"       6";"    6586";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7760";"";"";"";"";"";"";"       .";"   -1054";"    7367";"    5410";"    2027";"    3383";"    1847";"     110";"       .";"";"";"       6";"";"";""
"475";"2006MM10";"    3133";"    4009";"       2";"    2016";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2963";"";"";"";"";"";"";"       .";"      69";"    3133";"    1951";"     726";"    1225";"    1140";"      42";"       .";"";"";"       2";"";"";""
"476";"2006MM11";"    4208";"    6868";"       2";"    1830";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4574";"";"";"";"";"";"";"       .";"      82";"    4208";"    2138";"     816";"    1322";"    2019";"      51";"       .";"";"";"       3";"";"";""
"477";"2006MM12";"    4857";"    8689";"       2";"    2011";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5925";"";"";"";"";"";"";"       .";"      80";"    4857";"    2111";"     749";"    1362";"    2691";"      55";"       .";"";"";"       3";"";"";""
"478";"2006KW04";"   12198";"   19566";"       6";"    5857";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   13462";"";"";"";"";"";"";"       .";"     231";"   12198";"    6200";"    2291";"    3909";"    5850";"     148";"       .";"";"";"       8";"";"";""
"479";"2007MM01";"    5030";"    8332";"       3";"    1941";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5430";"";"";"";"";"";"";"       .";"     184";"    5030";"    2135";"     817";"    1318";"    2849";"      46";"       .";"";"";"       3";"";"";""
"480";"2007MM02";"    4593";"    6964";"       3";"    1809";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4854";"";"";"";"";"";"";"       .";"     671";"    4593";"    1956";"     791";"    1165";"    2594";"      43";"       .";"";"";"       2";"";"";""
"481";"2007MM03";"    4276";"    6256";"       3";"    1798";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4294";"";"";"";"";"";"";"       .";"     513";"    4276";"    1959";"     745";"    1214";"    2280";"      37";"       .";"";"";"       2";"";"";""
"482";"2007KW01";"   13899";"   21552";"       9";"    5548";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   14578";"";"";"";"";"";"";"       .";"    1368";"   13899";"    6050";"    2353";"    3697";"    7723";"     126";"       .";"";"";"       7";"";"";""
"483";"2007MM04";"    3032";"    4305";"       3";"    2301";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3378";"";"";"";"";"";"";"       .";"    -199";"    3032";"    1858";"     739";"    1119";"    1139";"      35";"       .";"";"";"       1";"";"";""
"484";"2007MM05";"    2786";"    3751";"       3";"    2291";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3056";"";"";"";"";"";"";"       .";"    -203";"    2786";"    1804";"     633";"    1171";"     950";"      32";"       .";"";"";"       2";"";"";""
"485";"2007MM06";"    2436";"    3498";"       3";"    2031";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3045";"";"";"";"";"";"";"       .";"     -51";"    2436";"    1709";"     639";"    1070";"     696";"      31";"       .";"";"";"       3";"";"";""
"486";"2007KW02";"    8254";"   11554";"       9";"    6623";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    9479";"";"";"";"";"";"";"       .";"    -453";"    8254";"    5371";"    2011";"    3360";"    2785";"      98";"       .";"";"";"       6";"";"";""
"487";"2007MM07";"    2397";"    3594";"       3";"    2138";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3005";"";"";"";"";"";"";"       .";"    -333";"    2397";"    1658";"     577";"    1081";"     704";"      35";"       .";"";"";"       3";"";"";""
"488";"2007MM08";"    2497";"    3634";"       3";"    2179";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2984";"";"";"";"";"";"";"       .";"    -335";"    2497";"    1770";"     632";"    1138";"     684";"      43";"       .";"";"";"      10";"";"";""
"489";"2007MM09";"    2825";"    4574";"       3";"    2186";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3540";"";"";"";"";"";"";"       .";"    -398";"    2825";"    1797";"     648";"    1149";"     980";"      48";"       .";"";"";"       6";"";"";""
"490";"2007KW03";"    7719";"   11802";"       9";"    6503";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    9529";"";"";"";"";"";"";"       .";"   -1066";"    7719";"    5225";"    1857";"    3368";"    2368";"     126";"       .";"";"";"      19";"";"";""
"491";"2007MM10";"    3854";"    6286";"       3";"    2136";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4658";"";"";"";"";"";"";"       .";"      87";"    3854";"    2069";"     826";"    1243";"    1733";"      52";"       .";"";"";"      11";"";"";""
"492";"2007MM11";"    4746";"    8825";"       3";"    2033";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6845";"";"";"";"";"";"";"       .";"     730";"    4746";"    2183";"     915";"    1268";"    2507";"      56";"       .";"";"";"      13";"";"";""
"493";"2007MM12";"    5662";"   10507";"       3";"    1892";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7680";"";"";"";"";"";"";"       .";"     940";"    5662";"    2287";"     973";"    1314";"    3319";"      56";"       .";"";"";"      15";"";"";""
"494";"2007KW04";"   14262";"   25618";"       9";"    6061";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   19183";"";"";"";"";"";"";"       .";"    1757";"   14262";"    6539";"    2714";"    3825";"    7559";"     164";"       .";"";"";"      39";"";"";""
"495";"2008MM01";"    5286";"    9712";"       4";"    2577";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7319";"";"";"";"";"";"";"       .";"     312";"    5286";"    2176";"     825";"    1351";"    3057";"      53";"       .";"";"";"      11";"";"";""
"496";"2008MM02";"    4900";"    8050";"       4";"    2312";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6480";"";"";"";"";"";"";"       .";"    1014";"    4900";"    2032";"     768";"    1264";"    2817";"      51";"       .";"";"";"       9";"";"";""
"497";"2008MM03";"    4914";"    7866";"       4";"    2297";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6645";"";"";"";"";"";"";"       .";"    1392";"    4914";"    2039";"     726";"    1313";"    2826";"      49";"       .";"";"";"      10";"";"";""
"498";"2008KW01";"   15100";"   25628";"      12";"    7186";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   20444";"";"";"";"";"";"";"       .";"    2718";"   15100";"    6247";"    2319";"    3928";"    8700";"     153";"       .";"";"";"      30";"";"";""
"499";"2008MM04";"    3849";"    5689";"       4";"    2286";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5166";"";"";"";"";"";"";"       .";"    1036";"    3849";"    1961";"     719";"    1242";"    1843";"      45";"       .";"";"";"       9";"";"";""
"500";"2008MM05";"    2655";"    4537";"       4";"    2339";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3430";"";"";"";"";"";"";"       .";"    -795";"    2655";"    1761";"     617";"    1144";"     859";"      35";"       .";"";"";"       8";"";"";""
"501";"2008MM06";"    2486";"    4910";"       4";"    2180";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3373";"";"";"";"";"";"";"       .";"   -1235";"    2486";"    1712";"     655";"    1057";"     730";"      44";"       .";"";"";"       9";"";"";""
"502";"2008KW02";"    8990";"   15136";"      12";"    6805";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   11969";"";"";"";"";"";"";"       .";"    -994";"    8990";"    5434";"    1991";"    3443";"    3432";"     124";"       .";"";"";"      26";"";"";""
"503";"2008MM07";"    2451";"    4934";"       4";"    1861";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3113";"";"";"";"";"";"";"       .";"   -1235";"    2451";"    1729";"     647";"    1082";"     680";"      42";"       .";"";"";"       8";"";"";""
"504";"2008MM08";"    2469";"    4638";"       4";"    1957";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2948";"";"";"";"";"";"";"       .";"   -1182";"    2469";"    1755";"     607";"    1148";"     674";"      40";"       .";"";"";"       7";"";"";""
"505";"2008MM09";"    3023";"    5394";"       4";"    1824";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3305";"";"";"";"";"";"";"       .";"    -894";"    3023";"    1991";"     744";"    1247";"     990";"      42";"       .";"";"";"      11";"";"";""
"506";"2008KW03";"    7943";"   14966";"      12";"    5642";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    9366";"";"";"";"";"";"";"       .";"   -3311";"    7943";"    5475";"    1998";"    3477";"    2344";"     124";"       .";"";"";"      26";"";"";""
"507";"2008MM10";"    3985";"    6986";"       4";"    1952";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4616";"";"";"";"";"";"";"       .";"    -341";"    3985";"    2191";"     847";"    1344";"    1759";"      35";"       .";"";"";"       6";"";"";""
"508";"2008MM11";"    4448";"    8065";"       4";"    1910";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5589";"";"";"";"";"";"";"       .";"      58";"    4448";"    1937";"     760";"    1177";"    2474";"      37";"       .";"";"";"       9";"";"";""
"509";"2008MM12";"    5415";"    9873";"       4";"    1586";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6520";"";"";"";"";"";"";"       .";"     472";"    5415";"    1872";"     703";"    1169";"    3500";"      43";"       .";"";"";"       6";"";"";""
"510";"2008KW04";"   13848";"   24924";"      12";"    5448";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   16725";"";"";"";"";"";"";"       .";"     189";"   13848";"    6000";"    2310";"    3690";"    7733";"     115";"       .";"";"";"      21";"";"";""
"511";"2009MM01";"    6079";"   10148";"       4";"    2140";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7144";"";"";"";"";"";"";"       .";"     931";"    6079";"    1917";"     753";"    1164";"    4110";"      52";"       .";"";"";"      10";"";"";""
"512";"2009MM02";"    5013";"    8682";"       4";"    1809";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5720";"";"";"";"";"";"";"       .";"     238";"    5013";"    1730";"     699";"    1031";"    3242";"      41";"       .";"";"";"       7";"";"";""
"513";"2009MM03";"    4498";"    7277";"       4";"    1688";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4656";"";"";"";"";"";"";"       .";"     185";"    4498";"    1776";"     688";"    1088";"    2687";"      35";"       .";"";"";"       6";"";"";""
"514";"2009KW01";"   15590";"   26107";"      12";"    5637";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   17520";"";"";"";"";"";"";"       .";"    1354";"   15590";"    5423";"    2140";"    3283";"   10039";"     128";"       .";"";"";"      23";"";"";""
"515";"2009MM04";"    2976";"    4268";"       4";"    2236";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3405";"";"";"";"";"";"";"       .";"    -127";"    2976";"    1649";"     580";"    1069";"    1296";"      31";"       .";"";"";"       5";"";"";""
"516";"2009MM05";"    2653";"    3843";"       4";"    2211";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3164";"";"";"";"";"";"";"       .";"    -241";"    2653";"    1562";"     518";"    1044";"    1061";"      30";"       .";"";"";"       5";"";"";""
"517";"2009MM06";"    2637";"    3949";"       4";"    2139";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3118";"";"";"";"";"";"";"       .";"    -337";"    2637";"    1735";"     674";"    1061";"     862";"      40";"       .";"";"";"       2";"";"";""
"518";"2009KW02";"    8266";"   12060";"      12";"    6586";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    9687";"";"";"";"";"";"";"       .";"    -705";"    8266";"    4946";"    1772";"    3174";"    3219";"     101";"       .";"";"";"      12";"";"";""
"519";"2009MM07";"    2769";"    4148";"       4";"    2188";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3145";"";"";"";"";"";"";"       .";"    -426";"    2769";"    1984";"     825";"    1159";"     735";"      50";"       .";"";"";"       2";"";"";""
