"ID";"Periods";"TotalSupply_1";"IndigenousProduction_2";"ProductionFromOtherSources_3";"ImportsOfGaseousNaturalGasTotal_4";"ImportsViaNorway_5";"ImportsViaGermany_6";"ImportsViaBelgium_7";"ImportsViaUnitedKingdom_8";"ImportsViaDenmark_9";"ImportsOfLNGTotal_10";"ImportsViaTheUnitedStates_11";"ImportsViaNorway_12";"ImportsViaRussia_13";"ImportsViaAfrica_14";"ImportsViaAsia_15";"ImportsViaAmericaExcludingUS_16";"ImportsViaOtherUnknown_17";"ExportsOfGaseousNaturalGasTotal_18";"ExportsToNorway_19";"ExportsToGermany_20";"ExportsToBelgium_21";"ExportsToUnitedKingdom_22";"ExportsToDenmark_23";"ExportsOfLiquefiedNaturalGasLNG_24";"Bunkers_25";"StockChange_26";"TotalConsumption_27";"TotalViaTheMainGrid_28";"ElectricityPowerPlants_29";"OtherConsumers_30";"ViaRegionalGrids_31";"ConsumptionByProductionAndTransport_32";"ClosingStock_33";"ClosingStockGaseousGas_34";"ClosingStockLiquefiedNaturalGas_35";"Flaring_36";"StorageCapacityTotal_37";"StorageCapacityGaseousGas_38";"StorageCapacityLiquefiedNaturalGas_39"
"189";"1988MM12";"    4304";"    7780";"       .";"     216";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3692";"";"";"";"";"";"";"       .";"       0";"    4304";"    1728";"     672";"    1056";"    2537";"      39";"       .";"";"";"       4";"";"";""
"190";"1988KW04";"   11812";"   21190";"       .";"     689";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   10054";"";"";"";"";"";"";"       .";"     -13";"   11812";"    5325";"    2079";"    3246";"    6369";"     118";"       .";"";"";"      12";"";"";""
"191";"1989MM01";"    4789";"    8505";"       .";"     251";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3973";"";"";"";"";"";"";"       .";"       6";"    4789";"    1757";"     690";"    1067";"    2984";"      48";"       .";"";"";"       5";"";"";""
"192";"1989MM02";"    4366";"    7924";"       .";"     202";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3761";"";"";"";"";"";"";"       .";"       1";"    4366";"    1684";"     727";"     957";"    2637";"      45";"       .";"";"";"       4";"";"";""
"193";"1989MM03";"    4053";"    7264";"       .";"     164";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3378";"";"";"";"";"";"";"       .";"       3";"    4053";"    1740";"     712";"    1028";"    2262";"      51";"       .";"";"";"       5";"";"";""
"194";"1989KW01";"   13208";"   23693";"       .";"     617";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   11112";"";"";"";"";"";"";"       .";"      10";"   13208";"    5181";"    2129";"    3052";"    7883";"     144";"       .";"";"";"      14";"";"";""
"195";"1989MM04";"    4034";"    6819";"       .";"     143";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2922";"";"";"";"";"";"";"       .";"      -6";"    4034";"    1830";"     847";"     983";"    2155";"      49";"       .";"";"";"       5";"";"";""
"196";"1989MM05";"    2631";"    4204";"       .";"     223";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1790";"";"";"";"";"";"";"       .";"      -6";"    2631";"    1709";"     744";"     965";"     883";"      39";"       .";"";"";"       5";"";"";""
"197";"1989MM06";"    2439";"    3320";"       .";"     257";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1137";"";"";"";"";"";"";"       .";"      -1";"    2439";"    1658";"     736";"     922";"     749";"      32";"       .";"";"";"       5";"";"";""
"198";"1989KW02";"    9103";"   14342";"       .";"     623";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5849";"";"";"";"";"";"";"       .";"     -13";"    9103";"    5197";"    2327";"    2870";"    3786";"     120";"       .";"";"";"      16";"";"";""
"199";"1989MM07";"    2009";"    3081";"       .";"     233";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1306";"";"";"";"";"";"";"       .";"       1";"    2009";"    1376";"     507";"     869";"     601";"      32";"       .";"";"";"      16";"";"";""
"200";"1989MM08";"    2070";"    3159";"       .";"     308";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1402";"";"";"";"";"";"";"       .";"       5";"    2070";"    1414";"     588";"     826";"     621";"      35";"       .";"";"";"      19";"";"";""
"201";"1989MM09";"    2402";"    3973";"       .";"     197";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1771";"";"";"";"";"";"";"       .";"       3";"    2402";"    1594";"     755";"     839";"     767";"      41";"       .";"";"";"      20";"";"";""
"202";"1989KW03";"    6481";"   10213";"       .";"     738";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4479";"";"";"";"";"";"";"       .";"       9";"    6481";"    4384";"    1850";"    2534";"    1989";"     108";"       .";"";"";"      55";"";"";""
"203";"1989MM10";"    3171";"    5685";"       .";"     276";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2794";"";"";"";"";"";"";"       .";"       4";"    3171";"    1786";"     827";"     959";"    1343";"      42";"       .";"";"";"      24";"";"";""
"204";"1989MM11";"    4336";"    8287";"       .";"     198";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4159";"";"";"";"";"";"";"       .";"      10";"    4336";"    1784";"     785";"     999";"    2504";"      48";"       .";"";"";"      18";"";"";""
"205";"1989MM12";"    4841";"    9348";"       .";"     144";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4644";"";"";"";"";"";"";"       .";"      -7";"    4841";"    1835";"     814";"    1021";"    2956";"      50";"       .";"";"";"      19";"";"";""
"206";"1989KW04";"   12348";"   23320";"       .";"     618";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   11597";"";"";"";"";"";"";"       .";"       7";"   12348";"    5405";"    2426";"    2979";"    6803";"     140";"       .";"";"";"      61";"";"";""
"207";"1990MM01";"    5005";"    9563";"       0";"     149";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4720";"";"";"";"";"";"";"       .";"      13";"    5005";"    1829";"     743";"    1086";"    3128";"      48";"       .";"";"";"      13";"";"";""
"208";"1990MM02";"    4077";"    6995";"       0";"     226";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3147";"";"";"";"";"";"";"       .";"       3";"    4077";"    1597";"     612";"     985";"    2438";"      42";"       .";"";"";"      10";"";"";""
"209";"1990MM03";"    3980";"    6660";"       0";"     295";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2978";"";"";"";"";"";"";"       .";"       3";"    3980";"    1710";"     687";"    1023";"    2223";"      47";"       .";"";"";"      11";"";"";""
"210";"1990KW01";"   13062";"   23218";"       0";"     670";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   10845";"";"";"";"";"";"";"       .";"      19";"   13062";"    5136";"    2042";"    3094";"    7789";"     137";"       .";"";"";"      34";"";"";""
"211";"1990MM04";"    3305";"    5369";"       0";"     231";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2294";"";"";"";"";"";"";"       .";"      -1";"    3305";"    1480";"     553";"     927";"    1782";"      43";"       .";"";"";"       8";"";"";""
"212";"1990MM05";"    2265";"    3575";"       0";"     217";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1530";"";"";"";"";"";"";"       .";"       3";"    2265";"    1334";"     466";"     868";"     894";"      37";"       .";"";"";"       8";"";"";""
"213";"1990MM06";"    2304";"    3495";"       0";"     188";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1367";"";"";"";"";"";"";"       .";"     -12";"    2304";"    1481";"     557";"     924";"     789";"      34";"       .";"";"";"       5";"";"";""
"214";"1990KW02";"    7874";"   12439";"       0";"     636";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5191";"";"";"";"";"";"";"       .";"     -10";"    7874";"    4295";"    1576";"    2719";"    3465";"     114";"       .";"";"";"      21";"";"";""
"215";"1990MM07";"    2004";"    3218";"       0";"     196";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1413";"";"";"";"";"";"";"       .";"       3";"    2004";"    1306";"     423";"     883";"     668";"      30";"       .";"";"";"       6";"";"";""
"216";"1990MM08";"    2065";"    3200";"       0";"     221";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1361";"";"";"";"";"";"";"       .";"       5";"    2065";"    1454";"     545";"     909";"     580";"      31";"       .";"";"";"       6";"";"";""
"217";"1990MM09";"    2679";"    5007";"       0";"     251";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2570";"";"";"";"";"";"";"       .";"      -9";"    2679";"    1571";"     592";"     979";"    1095";"      13";"       .";"";"";"      11";"";"";""
"218";"1990KW03";"    6748";"   11425";"       0";"     668";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5344";"";"";"";"";"";"";"       .";"      -1";"    6748";"    4331";"    1560";"    2771";"    2343";"      74";"       .";"";"";"      23";"";"";""
"219";"1990MM10";"    3316";"    6144";"       0";"     313";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3137";"";"";"";"";"";"";"       .";"      -4";"    3316";"    1772";"     720";"    1052";"    1501";"      43";"       .";"";"";"      10";"";"";""
"220";"1990MM11";"    4446";"    8705";"       0";"     240";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4505";"";"";"";"";"";"";"       .";"       6";"    4446";"    1892";"     762";"    1130";"    2509";"      45";"       .";"";"";"      10";"";"";""
"221";"1990MM12";"    5212";"   10200";"       0";"     161";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5145";"";"";"";"";"";"";"       .";"      -4";"    5212";"    1888";"     705";"    1183";"    3277";"      47";"       .";"";"";"       8";"";"";""
"222";"1990KW04";"   12974";"   25049";"       0";"     714";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   12787";"";"";"";"";"";"";"       .";"      -2";"   12974";"    5552";"    2187";"    3365";"    7287";"     135";"       .";"";"";"      28";"";"";""
"223";"1991MM01";"    5505";"   10332";"       1";"     139";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4977";"";"";"";"";"";"";"       .";"      10";"    5505";"    1840";"     715";"    1125";"    3610";"      55";"       .";"";"";"      10";"";"";""
"224";"1991MM02";"    5736";"   10507";"       1";"     100";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4888";"";"";"";"";"";"";"       .";"      16";"    5736";"    1695";"     668";"    1027";"    3993";"      48";"       .";"";"";"       7";"";"";""
"225";"1991MM03";"    3900";"    6733";"       1";"     269";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3099";"";"";"";"";"";"";"       .";"      -4";"    3900";"    1753";"     695";"    1058";"    2101";"      46";"       .";"";"";"      10";"";"";""
"226";"1991KW01";"   15141";"   27572";"       3";"     508";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   12964";"";"";"";"";"";"";"       .";"      22";"   15141";"    5288";"    2078";"    3210";"    9704";"     149";"       .";"";"";"      27";"";"";""
"227";"1991MM04";"    3400";"    5916";"       1";"     205";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2720";"";"";"";"";"";"";"       .";"      -2";"    3400";"    1507";"     558";"     949";"    1851";"      42";"       .";"";"";"      11";"";"";""
"228";"1991MM05";"    3245";"    5313";"       1";"     251";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2306";"";"";"";"";"";"";"       .";"     -14";"    3245";"    1633";"     651";"     982";"    1573";"      39";"       .";"";"";"       8";"";"";""
"229";"1991MM06";"    2626";"    4391";"       1";"     207";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1971";"";"";"";"";"";"";"       .";"      -2";"    2626";"    1488";"     613";"     875";"    1106";"      32";"       .";"";"";"       7";"";"";""
"230";"1991KW02";"    9271";"   15620";"       3";"     663";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6997";"";"";"";"";"";"";"       .";"     -18";"    9271";"    4628";"    1822";"    2806";"    4530";"     113";"       .";"";"";"      26";"";"";""
"231";"1991MM07";"    2195";"    3692";"       1";"     223";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1729";"";"";"";"";"";"";"       .";"       8";"    2195";"    1548";"     647";"     901";"     613";"      34";"       .";"";"";"       9";"";"";""
"232";"1991MM08";"    2146";"    3524";"       1";"      75";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1442";"";"";"";"";"";"";"       .";"     -12";"    2146";"    1530";"     609";"     921";"     586";"      30";"       .";"";"";"       9";"";"";""
"233";"1991MM09";"    2551";"    3666";"       1";"     266";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1380";"";"";"";"";"";"";"       .";"      -2";"    2551";"    1678";"     802";"     876";"     831";"      42";"       .";"";"";"       6";"";"";""
"234";"1991KW03";"    6892";"   10882";"       3";"     564";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4551";"";"";"";"";"";"";"       .";"      -6";"    6892";"    4756";"    2058";"    2698";"    2030";"     106";"       .";"";"";"      24";"";"";""
"235";"1991MM10";"    3875";"    6971";"       1";"     268";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3359";"";"";"";"";"";"";"       .";"      -6";"    3875";"    2101";"     952";"    1149";"    1721";"      53";"       .";"";"";"      10";"";"";""
"236";"1991MM11";"    4887";"    9795";"       1";"     142";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5051";"";"";"";"";"";"";"       .";"       0";"    4887";"    2071";"     874";"    1197";"    2761";"      55";"       .";"";"";"      10";"";"";""
"237";"1991MM12";"    5399";"   10714";"       1";"     172";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5485";"";"";"";"";"";"";"       .";"      -3";"    5399";"    2013";"     853";"    1160";"    3319";"      67";"       .";"";"";"      14";"";"";""
"238";"1991KW04";"   14161";"   27480";"       3";"     582";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   13895";"";"";"";"";"";"";"       .";"      -9";"   14161";"    6185";"    2679";"    3506";"    7801";"     175";"       .";"";"";"      34";"";"";""
"239";"1992MM01";"    5657";"   11120";"       1";"     140";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5609";"";"";"";"";"";"";"       .";"       5";"    5657";"    1926";"     788";"    1138";"    3659";"      72";"       .";"";"";"      12";"";"";""
"240";"1992MM02";"    4804";"    9241";"       1";"     135";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4566";"";"";"";"";"";"";"       .";"      -7";"    4804";"    1778";"     759";"    1019";"    2962";"      64";"       .";"";"";"       7";"";"";""
"241";"1992MM03";"    4595";"    8365";"       1";"     213";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3985";"";"";"";"";"";"";"       .";"       1";"    4595";"    1912";"     871";"    1041";"    2620";"      63";"       .";"";"";"       9";"";"";""
"242";"1992KW01";"   15056";"   28726";"       3";"     488";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   14160";"";"";"";"";"";"";"       .";"      -1";"   15056";"    5616";"    2418";"    3198";"    9241";"     199";"       .";"";"";"      28";"";"";""
"243";"1992MM04";"    3638";"    6626";"       1";"     248";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3239";"";"";"";"";"";"";"       .";"       2";"    3638";"    1677";"     719";"     958";"    1908";"      53";"       .";"";"";"      10";"";"";""
"244";"1992MM05";"    2601";"    4901";"       1";"     240";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2543";"";"";"";"";"";"";"       .";"       2";"    2601";"    1549";"     684";"     865";"     998";"      54";"       .";"";"";"       7";"";"";""
"245";"1992MM06";"    2295";"    3909";"       1";"     294";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1914";"";"";"";"";"";"";"       .";"       5";"    2295";"    1604";"     722";"     882";"     652";"      39";"       .";"";"";"       3";"";"";""
"246";"1992KW02";"    8534";"   15436";"       3";"     782";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7696";"";"";"";"";"";"";"       .";"       9";"    8534";"    4830";"    2125";"    2705";"    3558";"     146";"       .";"";"";"      20";"";"";""
"247";"1992MM07";"    2140";"    3470";"       1";"     242";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1568";"";"";"";"";"";"";"       .";"      -5";"    2140";"    1505";"     636";"     869";"     599";"      36";"       .";"";"";"       7";"";"";""
"248";"1992MM08";"    2139";"    3223";"       1";"     292";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1380";"";"";"";"";"";"";"       .";"       3";"    2139";"    1456";"     619";"     837";"     647";"      36";"       .";"";"";"       6";"";"";""
"249";"1992MM09";"    2558";"    4117";"       1";"     266";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1820";"";"";"";"";"";"";"       .";"      -6";"    2558";"    1545";"     677";"     868";"     962";"      51";"       .";"";"";"       8";"";"";""
"250";"1992KW03";"    6837";"   10810";"       3";"     800";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4768";"";"";"";"";"";"";"       .";"      -8";"    6837";"    4506";"    1932";"    2574";"    2208";"     123";"       .";"";"";"      21";"";"";""
"251";"1992MM10";"    4072";"    8045";"       1";"     268";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4237";"";"";"";"";"";"";"       .";"      -5";"    4072";"    1853";"     821";"    1032";"    2155";"      64";"       .";"";"";"       8";"";"";""
"252";"1992MM11";"    4318";"    8918";"       1";"     228";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4835";"";"";"";"";"";"";"       .";"       6";"    4318";"    1862";"     785";"    1077";"    2384";"      72";"       .";"";"";"      22";"";"";""
"253";"1992MM12";"    5231";"    9968";"       1";"     232";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4968";"";"";"";"";"";"";"       .";"      -2";"    5231";"    1878";"     753";"    1125";"    3279";"      74";"       .";"";"";"      19";"";"";""
"254";"1992KW04";"   13621";"   26931";"       3";"     728";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   14040";"";"";"";"";"";"";"       .";"      -1";"   13621";"    5593";"    2359";"    3234";"    7818";"     210";"       .";"";"";"      49";"";"";""
"255";"1993MM01";"    5444";"   10158";"       1";"     227";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4933";"";"";"";"";"";"";"       .";"      -9";"    5444";"    1902";"     811";"    1091";"    3474";"      68";"       .";"";"";"      20";"";"";""
"256";"1993MM02";"    5135";"    9787";"       1";"     333";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4986";"";"";"";"";"";"";"       .";"       0";"    5135";"    1732";"     733";"     999";"    3343";"      60";"       .";"";"";"      17";"";"";""
"257";"1993MM03";"    4681";"    8281";"       1";"     410";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4005";"";"";"";"";"";"";"       .";"      -6";"    4681";"    1868";"     828";"    1040";"    2753";"      60";"       .";"";"";"      16";"";"";""
"258";"1993KW01";"   15260";"   28226";"       3";"     970";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   13924";"";"";"";"";"";"";"       .";"     -15";"   15260";"    5502";"    2372";"    3130";"    9570";"     188";"       .";"";"";"      53";"";"";""
"259";"1993MM04";"    3314";"    6190";"       1";"     336";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3220";"";"";"";"";"";"";"       .";"       7";"    3314";"    1590";"     679";"     911";"    1664";"      60";"       .";"";"";"      16";"";"";""
"260";"1993MM05";"    2568";"    4362";"       1";"     420";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2211";"";"";"";"";"";"";"       .";"      -4";"    2568";"    1577";"     690";"     887";"     940";"      51";"       .";"";"";"      11";"";"";""
"261";"1993MM06";"    2401";"    3842";"       1";"     309";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1746";"";"";"";"";"";"";"       .";"      -5";"    2401";"    1606";"     718";"     888";"     757";"      38";"       .";"";"";"       7";"";"";""
"262";"1993KW02";"    8283";"   14394";"       3";"    1065";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7177";"";"";"";"";"";"";"       .";"      -2";"    8283";"    4773";"    2087";"    2686";"    3361";"     149";"       .";"";"";"      34";"";"";""
"263";"1993MM07";"    2248";"    3367";"       1";"     206";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1323";"";"";"";"";"";"";"       .";"      -3";"    2248";"    1494";"     612";"     882";"     715";"      39";"       .";"";"";"       9";"";"";""
"264";"1993MM08";"    2235";"    3409";"       1";"     245";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1421";"";"";"";"";"";"";"       .";"       1";"    2235";"    1417";"     588";"     829";"     786";"      32";"       .";"";"";"       9";"";"";""
"265";"1993MM09";"    2880";"    5334";"       1";"     130";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2583";"";"";"";"";"";"";"       .";"      -2";"    2880";"    1718";"     789";"     929";"    1127";"      35";"       .";"";"";"       9";"";"";""
"266";"1993KW03";"    7363";"   12110";"       3";"     581";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5327";"";"";"";"";"";"";"       .";"      -4";"    7363";"    4629";"    1989";"    2640";"    2628";"     106";"       .";"";"";"      27";"";"";""
"267";"1993MM10";"    3616";"    7348";"       1";"     163";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3898";"";"";"";"";"";"";"       .";"       2";"    3616";"    1753";"     698";"    1055";"    1814";"      49";"       .";"";"";"      11";"";"";""
"268";"1993MM11";"    5526";"   10813";"       1";"     312";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5606";"";"";"";"";"";"";"       .";"       6";"    5526";"    1986";"     826";"    1160";"    3478";"      62";"       .";"";"";"      18";"";"";""
"269";"1993MM12";"    5156";"   10601";"       1";"     249";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5693";"";"";"";"";"";"";"       .";"      -2";"    5156";"    1801";"     702";"    1099";"    3292";"      63";"       .";"";"";"      20";"";"";""
"270";"1993KW04";"   14298";"   28762";"       3";"     724";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   15197";"";"";"";"";"";"";"       .";"       6";"   14298";"    5540";"    2226";"    3314";"    8584";"     174";"       .";"";"";"      49";"";"";""
"271";"1994MM01";"    5160";"   10184";"       1";"     289";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5313";"";"";"";"";"";"";"       .";"      -1";"    5160";"    1748";"     707";"    1041";"    3352";"      60";"       .";"";"";"      20";"";"";""
"272";"1994MM02";"    5333";"    9950";"       1";"     273";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4894";"";"";"";"";"";"";"       .";"       3";"    5333";"    1696";"     699";"     997";"    3578";"      59";"       .";"";"";"      17";"";"";""
"273";"1994MM03";"    4642";"    7969";"       1";"     302";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3638";"";"";"";"";"";"";"       .";"       8";"    4642";"    1865";"     784";"    1081";"    2729";"      48";"       .";"";"";"      15";"";"";""
"274";"1994KW01";"   15135";"   28103";"       3";"     864";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   13845";"";"";"";"";"";"";"       .";"      10";"   15135";"    5309";"    2190";"    3119";"    9659";"     167";"       .";"";"";"      52";"";"";""
"275";"1994MM04";"    3726";"    6750";"       1";"     246";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3261";"";"";"";"";"";"";"       .";"     -10";"    3726";"    1610";"     620";"     990";"    2068";"      48";"       .";"";"";"      12";"";"";""
"276";"1994MM05";"    2808";"    4284";"       1";"     246";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1729";"";"";"";"";"";"";"       .";"       6";"    2808";"    1603";"     588";"    1015";"    1168";"      37";"       .";"";"";"      11";"";"";""
"277";"1994MM06";"    2459";"    3811";"       1";"     265";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1613";"";"";"";"";"";"";"       .";"      -5";"    2459";"    1536";"     620";"     916";"     884";"      39";"       .";"";"";"      14";"";"";""
"278";"1994KW02";"    8993";"   14845";"       3";"     757";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6603";"";"";"";"";"";"";"       .";"      -9";"    8993";"    4749";"    1828";"    2921";"    4120";"     124";"       .";"";"";"      37";"";"";""
"279";"1994MM07";"    2111";"    3197";"       1";"     306";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1392";"";"";"";"";"";"";"       .";"      -1";"    2111";"    1517";"     589";"     928";"     555";"      39";"       .";"";"";"      11";"";"";""
"280";"1994MM08";"    2277";"    3483";"       1";"     219";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1428";"";"";"";"";"";"";"       .";"       2";"    2277";"    1588";"     647";"     941";"     648";"      41";"       .";"";"";"      13";"";"";""
"281";"1994MM09";"    2922";"    4891";"       1";"     326";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2298";"";"";"";"";"";"";"       .";"       2";"    2922";"    1769";"     781";"     988";"    1106";"      47";"       .";"";"";"      14";"";"";""
"282";"1994KW03";"    7310";"   11571";"       3";"     851";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5118";"";"";"";"";"";"";"       .";"       3";"    7310";"    4874";"    2017";"    2857";"    2309";"     127";"       .";"";"";"      38";"";"";""
"283";"1994MM10";"    3884";"    7932";"       1";"     338";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4369";"";"";"";"";"";"";"       .";"     -18";"    3884";"    1895";"     754";"    1141";"    1930";"      59";"       .";"";"";"      18";"";"";""
