"ID";"DutchEconomy";"Periods";"TotalCO2_1";"CO2ExclBiomass_2";"CO2Biomass_3";"N2O_4";"CH4_5";"GreenhouseGasEquivalents_6";"NOx_7";"SO2_8";"NH3_9";"AcidificationEquivalents_10";"CFK12Equivalents_11";"CO_12";"NMVOC_13";"PM10_14"
"388";"315800 ";"1994JJ00";"     186";"      90";"    96.5";"     0.0";"     0.0";"     189";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     3.9";"     0.5"
"389";"315800 ";"1995JJ00";"     170";"      72";"    98.1";"     0.0";"     0.0";"     172";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     4.0";"     0.4"
"390";"315800 ";"1996JJ00";"     178";"      78";"    99.6";"     0.0";"     0.0";"     180";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     3.1";"     0.0"
"391";"315800 ";"1997JJ00";"     175";"      73";"   101.3";"     0.0";"     0.0";"     177";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.3";"     3.1";"     0.0"
"392";"315800 ";"1998JJ00";"     178";"      78";"   100.2";"     0.0";"     0.0";"     180";"     0.6";"     0.0";"     0.0";"     0.0";"     0.0";"     1.5";"     5.6";"     0.0"
"393";"315800 ";"1999JJ00";"     188";"      89";"    99.2";"     0.0";"     0.0";"     190";"     0.6";"     0.0";"     0.0";"     0.0";"     0.0";"     1.9";"     4.3";"     0.0"
"394";"315800 ";"2000JJ00";"     218";"     120";"    98.2";"     0.0";"     0.0";"     221";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.3";"     3.1";"     0.4"
"395";"315800 ";"2001JJ00";"     172";"      74";"    97.4";"     0.0";"     0.0";"     174";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.3";"     3.1";"     0.4"
"396";"315800 ";"2002JJ00";"     175";"      79";"    96.5";"     0.0";"     0.0";"     177";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.3";"     2.8";"     0.4"
"397";"315800 ";"2003JJ00";"     163";"      67";"    95.8";"     0.0";"     0.0";"     165";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.7";"     2.2";"     0.4"
"398";"315800 ";"2004JJ00";"     165";"      70";"    94.9";"     0.0";"     0.0";"     167";"     0.6";"     0.0";"     0.0";"     0.0";"     0.0";"     1.7";"     1.4";"     0.4"
"399";"315800 ";"2005JJ00";"     173";"      72";"   101.2";"     0.0";"     0.0";"     175";"     0.6";"     0.0";"     0.0";"     0.0";"     0.0";"     1.7";"     0.9";"     0.3"
"400";"315800 ";"2006JJ00";"     169";"      65";"   104.0";"     0.0";"     0.0";"     171";"     0.6";"     0.0";"     0.0";"     0.0";"     0.0";"     1.5";"     0.9";"     0.3"
"401";"315800 ";"2007JJ00";"     161";"      54";"   106.9";"     0.0";"     0.0";"     164";"     0.6";"     0.0";"     0.0";"     0.0";"     0.0";"     1.2";"     0.7";"     0.3"
"402";"315800 ";"2008JJ00";"     167";"      60";"   106.6";"     0.0";"     0.0";"     169";"     0.6";"     0.0";"     0.0";"     0.0";"     0.0";"     1.3";"     0.7";"     0.3"
"403";"315800 ";"2009JJ00";"     186";"      80";"   105.6";"     0.0";"     0.0";"     189";"     0.6";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     0.6";"     0.2"
"404";"315800 ";"2010JJ00";"     178";"      79";"    98.9";"     0.0";"     0.0";"     180";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.5";"     0.5";"     0.2"
"405";"315800 ";"2011JJ00";"     179";"      81";"    98.0";"     0.0";"     0.0";"     182";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     0.5";"     0.2"
"406";"315800 ";"2012JJ00";"     166";"      74";"    92.2";"     0.0";"     0.0";"     168";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.1";"     0.5";"     0.2"
"407";"315800 ";"2013JJ00";"     146";"      58";"    87.6";"     0.0";"     0.0";"     148";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.9";"     0.4";"     0.2"
"408";"315800 ";"2014JJ00";"     183";"      73";"   110.3";"     0.0";"     0.0";"     185";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.1";"     0.4";"     0.2"
"409";"315800 ";"2015JJ00";"     174";"      69";"   105.0";"     0.0";"     0.0";"     176";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.1";"     0.2";"     0.2"
"410";"315800 ";"2016JJ00";"     190";"      75";"   115.6";"     0.0";"     0.0";"     193";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.1";"     0.3";"     0.2"
"411";"315800 ";"2017JJ00";"     123";"      48";"    74.6";"     0.0";"     0.0";"     125";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.8";"     0.3";"     0.2"
"412";"315800 ";"2018JJ00";"     111";"      55";"    55.4";"     0.0";"     0.0";"     112";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.7";"     0.2";"     0.2"
"413";"315800 ";"2019JJ00";"     105";"      46";"    58.0";"     0.0";"     0.0";"     106";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.7";"     0.2";"     0.2"
"414";"315800 ";"2020JJ00";"      96";"      40";"    55.5";"     0.0";"     0.0";"      97";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.7";"     0.2";"     0.2"
"415";"315800 ";"2021JJ00";"     109";"      60";"    49.0";"     0.0";"     0.0";"     110";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.6";"     0.2";"     0.2"
"416";"317100 ";"1990JJ00";"    1529";"    1529";"     0.1";"     0.0";"     0.2";"    1535";"     3.3";"     0.3";"     0.1";"     0.1";"     0.0";"     1.9";"     3.9";"     0.4"
"417";"317100 ";"1991JJ00";"    1457";"    1456";"     0.2";"     0.0";"     0.2";"    1462";"     3.6";"     0.2";"     0.1";"     0.1";"     0.0";"     2.1";"     3.4";"     0.4"
"418";"317100 ";"1992JJ00";"    1432";"    1431";"     0.6";"     0.0";"     0.2";"    1438";"     3.1";"     0.1";"     0.1";"     0.1";"     0.0";"     2.2";"     2.8";"     0.4"
"419";"317100 ";"1993JJ00";"    1400";"    1400";"     0.5";"     0.0";"     0.2";"    1406";"     3.1";"     0.2";"     0.1";"     0.1";"     0.0";"     2.4";"     2.3";"     0.4"
"420";"317100 ";"1994JJ00";"    1538";"    1537";"     0.5";"     0.0";"     0.2";"    1544";"     2.9";"     0.1";"     0.1";"     0.1";"     0.0";"     2.5";"     1.7";"     0.4"
"421";"317100 ";"1995JJ00";"    1268";"    1265";"     2.5";"     0.0";"     0.2";"    1273";"     2.9";"     0.1";"     0.1";"     0.1";"     0.0";"     2.6";"     1.1";"     0.4"
"422";"317100 ";"1996JJ00";"    1359";"    1356";"     3.3";"     0.0";"     0.2";"    1365";"     2.3";"     0.1";"     0.0";"     0.1";"     0.0";"     2.2";"     0.3";"     0.0"
"423";"317100 ";"1997JJ00";"    1397";"    1393";"     4.1";"     0.0";"     0.2";"    1403";"     2.3";"     0.1";"     0.1";"     0.1";"     0.0";"     1.8";"     0.3";"     0.0"
"424";"317100 ";"1998JJ00";"    1370";"    1364";"     5.7";"     0.0";"     0.2";"    1376";"     2.0";"     0.1";"     0.1";"     0.1";"     0.0";"     2.0";"     0.2";"     0.0"
"425";"317100 ";"1999JJ00";"    1381";"    1373";"     7.7";"     0.0";"     0.2";"    1386";"     1.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.2";"     0.3";"     0.0"
"426";"317100 ";"2000JJ00";"    1405";"    1396";"     8.5";"     0.0";"     0.2";"    1410";"     2.5";"     0.1";"     0.1";"     0.1";"     0.0";"     2.2";"     0.5";"     0.4"
"427";"317100 ";"2001JJ00";"    1313";"    1303";"     9.9";"     0.0";"     0.2";"    1319";"     2.2";"     0.0";"     0.1";"     0.1";"     0.0";"     2.1";"     0.3";"     0.4"
"428";"317100 ";"2002JJ00";"    1380";"    1364";"    16.0";"     0.0";"     0.2";"    1386";"     2.3";"     0.1";"     0.0";"     0.1";"     0.1";"     3.0";"     0.5";"     0.4"
"429";"317100 ";"2003JJ00";"    1318";"    1295";"    22.9";"     0.0";"     0.2";"    1323";"     2.4";"     0.1";"     0.0";"     0.1";"     0.0";"     2.8";"     0.3";"     0.4"
"430";"317100 ";"2004JJ00";"    1316";"    1261";"    54.8";"     0.0";"     0.2";"    1321";"     2.2";"     0.1";"     0.0";"     0.1";"     0.0";"     3.0";"     0.2";"     0.4"
"431";"317100 ";"2005JJ00";"    1566";"    1506";"    59.9";"     0.0";"     0.2";"    1572";"     2.1";"     0.1";"     0.0";"     0.0";"     0.0";"     3.2";"     0.4";"     0.4"
"432";"317100 ";"2006JJ00";"    1524";"    1445";"    79.2";"     0.0";"     0.2";"    1530";"     2.0";"     0.0";"     0.0";"     0.0";"     0.0";"     2.7";"     0.5";"     0.4"
"433";"317100 ";"2007JJ00";"    1289";"    1208";"    81.0";"     0.0";"     0.2";"    1295";"     1.9";"     0.0";"     0.0";"     0.0";"     0.0";"     2.1";"     0.7";"     0.3"
"434";"317100 ";"2008JJ00";"    1086";"     881";"   205.7";"     0.0";"     0.1";"    1091";"     1.7";"     0.0";"     0.0";"     0.0";"     0.0";"     2.1";"     0.5";"     0.3"
"435";"317100 ";"2009JJ00";"    1050";"     818";"   231.6";"     0.0";"     0.1";"    1055";"     1.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.9";"     0.4";"     0.3"
"436";"317100 ";"2010JJ00";"    1155";"     941";"   214.2";"     0.0";"     0.2";"    1160";"     1.6";"     0.0";"     0.0";"     0.0";"     0.0";"     2.3";"     0.5";"     0.3"
"437";"317100 ";"2011JJ00";"    1076";"     885";"   191.2";"     0.0";"     0.2";"    1082";"     1.5";"     0.0";"     0.0";"     0.0";"     0.0";"     2.1";"     0.5";"     0.3"
"438";"317100 ";"2012JJ00";"    1068";"     849";"   218.7";"     0.0";"     0.2";"    1073";"     1.5";"     0.0";"     0.0";"     0.0";"     0.0";"     2.1";"     0.4";"     0.3"
"439";"317100 ";"2013JJ00";"     989";"     782";"   206.8";"     0.0";"     0.2";"     994";"     1.4";"     0.0";"     0.0";"     0.0";"     0.0";"     2.1";"     0.4";"     0.3"
"440";"317100 ";"2014JJ00";"    1013";"     792";"   221.0";"     0.0";"     0.2";"    1018";"     1.3";"     0.0";"     0.0";"     0.0";"     0.0";"     2.0";"     0.5";"     0.3"
"441";"317100 ";"2015JJ00";"    1047";"     776";"   270.9";"     0.0";"     0.1";"    1051";"     1.2";"     0.0";"     0.0";"     0.0";"     0.0";"     2.0";"     0.5";"     0.3"
"442";"317100 ";"2016JJ00";"    1035";"     765";"   270.2";"     0.0";"     0.1";"    1039";"     1.2";"     0.0";"     0.0";"     0.0";"     0.0";"     1.8";"     0.8";"     0.3"
"443";"317100 ";"2017JJ00";"    1098";"     786";"   311.4";"     0.0";"     0.1";"    1102";"     1.1";"     0.0";"     0.0";"     0.0";"     0.0";"     1.6";"     0.4";"     0.3"
"444";"317100 ";"2018JJ00";"     977";"     620";"   356.8";"     0.0";"     0.1";"     982";"     1.1";"     0.0";"     0.0";"     0.0";"     0.0";"     1.5";"     0.4";"     0.4"
"445";"317100 ";"2019JJ00";"     970";"     609";"   360.6";"     0.0";"     0.1";"     974";"     1.1";"     0.0";"     0.0";"     0.0";"     0.0";"     1.7";"     0.3";"     0.4"
"446";"317100 ";"2020JJ00";"     907";"     534";"   373.2";"     0.0";"     0.1";"     911";"     1.0";"     0.1";"     0.0";"     0.0";"     0.0";"     1.6";"     0.3";"     0.4"
"447";"317100 ";"2021JJ00";"     972";"     572";"   400.3";"     0.0";"     0.1";"     976";"     1.0";"     0.1";"     0.0";"     0.0";"     0.0";"     1.6";"     0.3";"     0.4"
"448";"318600 ";"1990JJ00";"     228";"     228";"     0.0";"     0.0";"     0.0";"     229";"     0.4";"     0.0";"     0.0";"     0.0";"    50.2";"     0.9";"    13.1";"     0.0"
"449";"318600 ";"1991JJ00";"     361";"     361";"     0.0";"     0.0";"     0.0";"     362";"     0.4";"     0.0";"     0.0";"     0.0";"    40.2";"     0.9";"    13.1";"     0.0"
"450";"318600 ";"1992JJ00";"     360";"     360";"     0.0";"     0.0";"     0.0";"     361";"     0.4";"     0.0";"     0.0";"     0.0";"    30.1";"     1.0";"    13.2";"     0.0"
"451";"318600 ";"1993JJ00";"     354";"     354";"     0.0";"     0.0";"     0.0";"     356";"     0.5";"     0.0";"     0.0";"     0.0";"    20.1";"     1.0";"    13.2";"     0.0"
"452";"318600 ";"1994JJ00";"     224";"     224";"     0.0";"     0.0";"     0.0";"     225";"     0.5";"     0.0";"     0.0";"     0.0";"    10.0";"     1.1";"    13.2";"     0.0"
"453";"318600 ";"1995JJ00";"     185";"     185";"     0.0";"     0.0";"     0.0";"     185";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.2";"    13.1";"     0.0"
"454";"318600 ";"1996JJ00";"     212";"     212";"     0.0";"     0.0";"     0.0";"     213";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"    12.3";"     0.0"
"455";"318600 ";"1997JJ00";"     195";"     195";"     0.0";"     0.0";"     0.0";"     196";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.5";"    12.2";"     0.0"
"456";"318600 ";"1998JJ00";"     216";"     216";"     0.0";"     0.0";"     0.0";"     217";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.8";"    12.3";"     0.0"
"457";"318600 ";"1999JJ00";"     230";"     230";"     0.0";"     0.0";"     0.0";"     231";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.9";"    11.1";"     0.0"
"458";"318600 ";"2000JJ00";"     227";"     227";"     0.0";"     0.0";"     0.0";"     228";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.0";"    11.0";"     0.0"
"459";"318600 ";"2001JJ00";"     230";"     230";"     0.0";"     0.0";"     0.0";"     231";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.1";"     7.7";"     0.0"
"460";"318600 ";"2002JJ00";"     214";"     214";"     0.0";"     0.0";"     0.0";"     215";"     0.6";"     0.0";"     0.0";"     0.0";"     0.0";"     0.9";"     7.4";"     0.0"
"461";"318600 ";"2003JJ00";"     215";"     215";"     0.0";"     0.0";"     0.0";"     216";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.0";"     5.6";"     0.0"
"462";"318600 ";"2004JJ00";"     234";"     234";"     0.0";"     0.0";"     0.0";"     235";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.9";"     5.5";"     0.0"
"463";"318600 ";"2005JJ00";"     223";"     223";"     0.0";"     0.0";"     0.0";"     224";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.3";"     5.4";"     0.0"
"464";"318600 ";"2006JJ00";"     189";"     189";"     0.1";"     0.0";"     0.0";"     190";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     4.6";"     0.0"
"465";"318600 ";"2007JJ00";"     180";"     180";"     0.5";"     0.0";"     0.0";"     181";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.8";"     4.2";"     0.0"
"466";"318600 ";"2008JJ00";"     195";"     194";"     0.5";"     0.0";"     0.0";"     196";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.9";"     3.8";"     0.0"
"467";"318600 ";"2009JJ00";"     129";"     128";"     0.6";"     0.0";"     0.0";"     130";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.9";"     3.7";"     0.0"
"468";"318600 ";"2010JJ00";"     126";"     125";"     0.3";"     0.0";"     0.0";"     127";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.7";"     3.4";"     0.0"
"469";"318600 ";"2011JJ00";"     102";"     101";"     0.4";"     0.0";"     0.0";"     102";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     3.1";"     0.0"
"470";"318600 ";"2012JJ00";"     107";"     107";"     0.4";"     0.0";"     0.0";"     108";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     3.4";"     0.0"
"471";"318600 ";"2013JJ00";"      87";"      87";"     0.3";"     0.0";"     0.0";"      88";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     3.5";"     0.0"
"472";"318600 ";"2014JJ00";"      68";"      67";"     0.4";"     0.0";"     0.0";"      68";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     3.1";"     0.0"
"473";"318600 ";"2015JJ00";"      73";"      73";"     0.3";"     0.0";"     0.0";"      74";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     2.8";"     0.0"
"474";"318600 ";"2016JJ00";"      76";"      75";"     0.3";"     0.0";"     0.0";"      77";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.3";"     2.9";"     0.0"
"475";"318600 ";"2017JJ00";"      77";"      77";"     0.3";"     0.0";"     0.0";"      78";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.3";"     3.3";"     0.0"
"476";"318600 ";"2018JJ00";"      62";"      61";"     0.4";"     0.0";"     0.0";"      63";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.3";"     3.0";"     0.0"
"477";"318600 ";"2019JJ00";"      66";"      65";"     0.5";"     0.0";"     0.0";"      66";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.3";"     2.6";"     0.0"
"478";"318600 ";"2020JJ00";"      48";"      48";"     0.4";"     0.0";"     0.0";"      49";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.3";"     2.1";"     0.0"
"479";"318600 ";"2021JJ00";"      54";"      54";"     0.5";"     0.0";"     0.0";"      55";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.3";"     2.4";"     0.0"
"480";"320000 ";"1990JJ00";"   11022";"   11022";"     0.1";"     0.0";"     1.1";"   11066";"    19.0";"    67.2";"     0.0";"     2.5";"     0.0";"     5.2";"    15.9";"     6.5"
"481";"320000 ";"1991JJ00";"   11082";"   11082";"     0.1";"     0.0";"     1.1";"   11120";"    19.6";"    59.1";"     0.0";"     2.3";"     0.0";"     4.8";"    15.2";"     6.1"
"482";"320000 ";"1992JJ00";"   10433";"   10432";"     0.4";"     0.0";"     1.1";"   10469";"    17.5";"    59.5";"     0.0";"     2.2";"     0.0";"     4.3";"    14.5";"     5.8"
"483";"320000 ";"1993JJ00";"   11507";"   11507";"     0.4";"     0.0";"     1.3";"   11554";"    17.3";"    63.3";"     0.0";"     2.4";"     0.0";"     3.8";"    13.8";"     5.5"
"484";"320000 ";"1994JJ00";"   11338";"   11338";"     0.4";"     0.0";"     1.2";"   11384";"    16.9";"    58.9";"     0.0";"     2.2";"     0.0";"     3.3";"    13.1";"     5.1"
"485";"320000 ";"1995JJ00";"   11614";"   11613";"     0.4";"     0.1";"     1.0";"   11656";"    17.3";"    61.2";"     0.0";"     2.3";"     0.0";"     2.8";"    12.4";"     4.8"
"486";"320000 ";"1996JJ00";"   11820";"   11820";"     0.4";"     0.1";"     1.0";"   11863";"    16.7";"    55.1";"     0.0";"     2.1";"     0.0";"     3.1";"    13.9";"     5.3"
"487";"320000 ";"1997JJ00";"   11949";"   11948";"     0.5";"     0.0";"     1.0";"   11991";"    15.8";"    52.6";"     0.0";"     2.0";"     0.0";"     3.2";"    12.7";"     4.9"
"488";"320000 ";"1998JJ00";"   12365";"   12365";"     0.5";"     0.0";"     1.0";"   12405";"    12.6";"    49.6";"     0.0";"     1.8";"     0.0";"     2.8";"     9.8";"     3.4"
"489";"320000 ";"1999JJ00";"   11834";"   11834";"     0.7";"     0.0";"     0.9";"   11871";"    11.8";"    46.3";"     0.0";"     1.7";"     0.0";"     3.4";"    10.7";"     3.4"
"490";"320000 ";"2000JJ00";"   12381";"   12380";"     0.7";"     0.0";"     0.9";"   12417";"    10.6";"    33.2";"     0.0";"     1.3";"     0.0";"     3.5";"    15.0";"     3.4"
"491";"320000 ";"2001JJ00";"   12731";"   12730";"     0.6";"     0.0";"     0.9";"   12766";"    10.4";"    34.8";"     0.0";"     1.3";"     0.0";"     2.8";"     8.9";"     2.9"
"492";"320000 ";"2002JJ00";"   11723";"   11722";"     0.6";"     0.0";"     0.9";"   11757";"    10.1";"    30.4";"     0.0";"     1.2";"     0.0";"     5.4";"     8.2";"     2.4"
"493";"320000 ";"2003JJ00";"   12306";"   12305";"     0.5";"     0.0";"     0.9";"   12341";"    10.0";"    29.5";"     0.0";"     1.1";"     0.0";"     6.2";"     8.3";"     2.8"
"494";"320000 ";"2004JJ00";"   12261";"   12260";"     0.7";"     0.0";"     0.9";"   12297";"     9.5";"    32.3";"     0.0";"     1.2";"     0.0";"     6.2";"     8.1";"     2.0"
"495";"320000 ";"2005JJ00";"   12374";"   12374";"     0.8";"     0.0";"     0.9";"   12409";"     9.3";"    32.2";"     0.0";"     1.2";"     0.0";"     5.7";"    12.4";"     1.7"
"496";"320000 ";"2006JJ00";"   11596";"   11595";"     0.8";"     0.0";"     0.8";"   11629";"    10.3";"    32.4";"     0.0";"     1.2";"     0.0";"     6.4";"     9.9";"     1.7"
"497";"320000 ";"2007JJ00";"   11611";"   11610";"     0.8";"     0.0";"     1.0";"   11648";"     9.5";"    29.9";"     0.0";"     1.1";"     0.0";"     4.6";"     8.1";"     1.5"
"498";"320000 ";"2008JJ00";"   11821";"   11820";"     0.8";"     0.0";"     0.8";"   11855";"     8.7";"    25.7";"     0.0";"     1.0";"     0.0";"     5.7";"     7.7";"     1.4"
"499";"320000 ";"2009JJ00";"   10801";"   10800";"     0.7";"     0.0";"     1.3";"   10843";"     6.4";"    17.9";"     0.0";"     0.7";"     0.0";"     7.2";"     6.9";"     0.6"
"500";"320000 ";"2010JJ00";"   10630";"   10630";"     0.7";"     0.0";"     1.0";"   10666";"     5.7";"    12.7";"     0.0";"     0.5";"     0.0";"     6.6";"     7.2";"     0.3"
"501";"320000 ";"2011JJ00";"   10832";"   10830";"     1.4";"     0.0";"     1.5";"   10881";"     5.9";"    12.5";"     0.0";"     0.5";"     0.0";"     8.8";"     6.0";"     0.3"
"502";"320000 ";"2012JJ00";"   10538";"   10536";"     2.2";"     0.0";"     1.3";"   10583";"     5.4";"    13.9";"     0.0";"     0.6";"     0.0";"     7.7";"     6.4";"     0.2"
"503";"320000 ";"2013JJ00";"   10316";"   10313";"     3.7";"     0.0";"     0.9";"   10348";"     5.7";"     9.9";"     0.0";"     0.4";"     0.0";"     6.2";"     6.4";"     0.2"
"504";"320000 ";"2014JJ00";"   10688";"   10683";"     5.5";"     0.0";"     0.9";"   10721";"     5.3";"     9.7";"     0.0";"     0.4";"     0.0";"     6.4";"     5.7";"     0.2"
"505";"320000 ";"2015JJ00";"   11074";"   11068";"     6.3";"     0.0";"     0.9";"   11108";"     5.3";"    11.1";"     0.0";"     0.5";"     0.0";"     7.3";"     5.6";"     0.3"
"506";"320000 ";"2016JJ00";"   10677";"   10671";"     5.3";"     0.0";"     0.9";"   10710";"     5.1";"    11.2";"     0.0";"     0.5";"     0.0";"     6.5";"     5.2";"     0.2"
"507";"320000 ";"2017JJ00";"   10070";"   10064";"     5.8";"     0.0";"     0.9";"   10103";"     4.8";"    11.1";"     0.0";"     0.5";"     0.0";"     3.7";"     5.1";"     0.2"
"508";"320000 ";"2018JJ00";"   10129";"   10121";"     7.6";"     0.0";"     1.0";"   10166";"     5.2";"     9.8";"     0.0";"     0.4";"     0.0";"     4.0";"     4.7";"     0.2"
"509";"320000 ";"2019JJ00";"   11039";"   11029";"    10.2";"     0.0";"     1.1";"   11078";"     5.6";"     8.7";"     0.0";"     0.4";"     0.0";"     4.4";"     3.9";"     0.2"
"510";"320000 ";"2020JJ00";"   10272";"   10257";"    14.8";"     0.0";"     1.0";"   10309";"     4.5";"     7.2";"     0.0";"     0.3";"     0.0";"     4.2";"     3.4";"     0.2"
"511";"320000 ";"2021JJ00";"   10566";"   10552";"    14.3";"     0.0";"     0.9";"   10601";"     4.6";"     8.1";"     0.0";"     0.4";"     0.0";"     4.2";"     3.1";"     0.2"
"512";"320705 ";"1990JJ00";"   21289";"   21288";"     1.1";"    23.8";"    12.3";"   32628";"    39.3";"    20.1";"     3.3";"     1.7";"  1576.7";"    25.0";"    34.7";"     4.5"
"513";"320705 ";"1991JJ00";"   23161";"   23160";"     1.6";"    23.8";"    12.3";"   34445";"    37.4";"    13.6";"     3.5";"     1.4";"  1311.6";"    27.3";"    31.6";"     4.3"
"514";"320705 ";"1992JJ00";"   24704";"   24700";"     4.6";"    24.0";"    12.4";"   36713";"    32.5";"    14.8";"     3.6";"     1.4";"  1046.5";"    29.5";"    28.6";"     4.1"
"515";"320705 ";"1993JJ00";"   18955";"   18951";"     4.0";"    25.6";"    12.0";"   31856";"    29.5";"    12.6";"     3.1";"     1.2";"   781.4";"    31.8";"    25.6";"     3.8"
"516";"320705 ";"1994JJ00";"   18457";"   18453";"     3.7";"    25.0";"    12.0";"   32378";"    30.3";"    12.7";"     3.4";"     1.3";"   516.3";"    34.0";"    22.7";"     3.6"
"517";"320705 ";"1995JJ00";"   16461";"   16457";"     3.5";"    23.8";"    12.0";"   29202";"    28.5";"    11.3";"     3.1";"     1.2";"   251.2";"    36.2";"    19.9";"     3.6"
"518";"320705 ";"1996JJ00";"   16785";"   16782";"     3.1";"    23.8";"    12.0";"   32254";"    28.4";"    11.3";"     2.8";"     1.1";"   191.6";"    42.5";"    19.6";"     1.7"
"519";"320705 ";"1997JJ00";"   16516";"   16513";"     3.1";"    23.6";"    12.0";"   32530";"    24.5";"    10.6";"     2.5";"     1.0";"   132.0";"    41.2";"    17.4";"     1.8"
"520";"320705 ";"1998JJ00";"   16395";"   16392";"     3.4";"    23.7";"    11.9";"   32981";"    20.2";"     6.4";"     2.4";"     0.8";"    70.6";"    37.2";"    16.0";"     2.3"
"521";"320705 ";"1999JJ00";"   15915";"   15911";"     3.9";"    22.6";"    12.4";"   27868";"    17.9";"     4.0";"     2.0";"     0.6";"    50.0";"    39.4";"    15.2";"     1.9"
"522";"320705 ";"2000JJ00";"   15648";"   15644";"     4.3";"    23.1";"    12.4";"   24688";"    15.6";"     3.1";"     1.8";"     0.5";"    40.0";"    27.9";"    13.7";"     1.6"
"523";"320705 ";"2001JJ00";"   15160";"   15157";"     3.3";"    21.1";"    12.3";"   21826";"    14.5";"     4.2";"     1.8";"     0.6";"    25.9";"    29.0";"    12.2";"     1.2"
"524";"320705 ";"2002JJ00";"   15566";"   15563";"     2.8";"    20.3";"    13.8";"   21796";"    14.5";"     4.1";"     1.5";"     0.5";"    10.6";"    26.0";"    11.2";"     1.6"
"525";"320705 ";"2003JJ00";"   16080";"   16078";"     2.1";"    20.5";"    13.8";"   22327";"    15.6";"     3.6";"     1.6";"     0.5";"     0.0";"    22.9";"    10.8";"     1.3"
"526";"320705 ";"2004JJ00";"   16036";"   16026";"     9.6";"    22.4";"    13.9";"   22731";"    15.7";"     4.3";"     2.2";"     0.6";"     0.0";"    25.5";"    10.9";"     1.4"
"527";"320705 ";"2005JJ00";"   15753";"   15743";"     9.8";"    22.5";"    13.8";"   22316";"    15.1";"     3.9";"     1.5";"     0.5";"     0.0";"    21.3";"     8.6";"     1.3"
"528";"320705 ";"2006JJ00";"   16293";"   16283";"     9.8";"    22.4";"    12.6";"   22877";"    14.3";"     4.0";"     1.3";"     0.5";"     0.0";"    20.2";"     8.8";"     1.3"
