"ID";"DutchEconomy";"Periods";"TotalCO2_1";"CO2ExclBiomass_2";"CO2Biomass_3";"N2O_4";"CH4_5";"GreenhouseGasEquivalents_6";"NOx_7";"SO2_8";"NH3_9";"AcidificationEquivalents_10";"CFK12Equivalents_11";"CO_12";"NMVOC_13";"PM10_14"
"987";"300023 ";"2017JJ00";"     629";"     601";"    28.2";"     0.0";"     0.1";"     636";"     1.6";"     0.0";"     0.0";"     0.0";"     0.0";"     5.8";"     1.2";"     0.1"
"988";"300023 ";"2018JJ00";"     634";"     609";"    24.5";"     0.0";"     0.1";"     642";"     1.8";"     0.0";"     0.0";"     0.0";"     0.0";"     5.6";"     1.1";"     0.1"
"989";"300023 ";"2019JJ00";"     611";"     585";"    25.6";"     0.0";"     0.1";"     619";"     1.7";"     0.0";"     0.0";"     0.0";"     0.0";"     5.6";"     1.1";"     0.1"
"990";"300023 ";"2020JJ00";"     586";"     563";"    23.4";"     0.0";"     0.1";"     594";"     1.6";"     0.0";"     0.0";"     0.0";"     0.0";"     5.4";"     1.1";"     0.1"
"991";"300023 ";"2021JJ00";"     607";"     583";"    23.6";"     0.0";"     0.1";"     615";"     1.5";"     0.0";"     0.0";"     0.0";"     0.0";"     5.3";"     1.1";"     0.1"
"992";"346600 ";"1990JJ00";"   39538";"   39489";"    49.3";"     0.4";"     1.5";"   39681";"    78.6";"    44.2";"     0.0";"     3.1";"     0.0";"     8.0";"     1.2";"     1.5"
"993";"346600 ";"1991JJ00";"   40027";"   39977";"    50.1";"     0.3";"     1.8";"   40170";"    71.5";"    34.0";"     0.0";"     2.6";"     0.0";"     8.7";"     1.2";"     1.3"
"994";"346600 ";"1992JJ00";"   40572";"   40522";"    49.6";"     0.3";"     1.9";"   40716";"    74.3";"    29.2";"     0.0";"     2.5";"     0.0";"     9.3";"     1.3";"     1.2"
"995";"346600 ";"1993JJ00";"   41828";"   41786";"    41.9";"     0.3";"     2.1";"   41975";"    70.5";"    22.8";"     0.0";"     2.2";"     0.0";"     9.9";"     1.3";"     1.0"
"996";"346600 ";"1994JJ00";"   45665";"   45615";"    50.0";"     0.4";"     2.2";"   45827";"    63.8";"    16.2";"     0.0";"     1.9";"     0.0";"    10.4";"     1.3";"     0.8"
"997";"346600 ";"1995JJ00";"   47861";"   47697";"   163.3";"     0.4";"     2.3";"   48033";"    60.5";"    16.4";"     0.0";"     1.8";"     0.0";"    10.4";"     1.2";"     0.6"
"998";"346600 ";"1996JJ00";"   48387";"   48179";"   208.5";"     0.4";"     2.6";"   48563";"    59.3";"    18.5";"     0.0";"     1.9";"     0.0";"    16.2";"     1.7";"     0.6"
"999";"346600 ";"1997JJ00";"   48573";"   48372";"   201.4";"     0.4";"     2.7";"   48748";"    54.2";"    11.9";"     0.0";"     1.5";"     0.0";"    19.2";"     1.8";"     0.5"
"1000";"346600 ";"1998JJ00";"   50395";"   50137";"   257.4";"     0.4";"     2.8";"   50577";"    52.3";"    10.5";"     0.0";"     1.5";"     0.0";"    14.3";"     1.3";"     0.6"
"1001";"346600 ";"1999JJ00";"   47469";"   47095";"   373.9";"     0.3";"     2.9";"   47640";"    55.4";"    11.6";"     0.0";"     1.6";"     0.0";"    20.0";"     3.8";"     0.5"
"1002";"346600 ";"2000JJ00";"   48939";"   48247";"   691.8";"     0.4";"     3.0";"   49122";"    49.9";"    14.8";"     0.0";"     1.5";"     0.0";"    17.3";"     1.8";"     0.4"
"1003";"346600 ";"2001JJ00";"   52908";"   51789";"  1119.6";"     0.4";"     3.2";"   53110";"    47.5";"    15.5";"     0.0";"     1.5";"     0.0";"    16.0";"     0.6";"     0.4"
"1004";"346600 ";"2002JJ00";"   54367";"   52808";"  1559.4";"     0.4";"     3.4";"   54580";"    47.8";"    13.7";"     0.0";"     1.5";"     0.0";"    17.2";"     0.7";"     0.6"
"1005";"346600 ";"2003JJ00";"   54818";"   53539";"  1279.3";"     0.4";"     3.3";"   55027";"    49.6";"    13.9";"     0.1";"     1.5";"     0.0";"    18.2";"     1.0";"     0.5"
"1006";"346600 ";"2004JJ00";"   56633";"   54738";"  1894.6";"     0.5";"     3.7";"   56857";"    43.7";"    10.7";"     0.1";"     1.3";"     0.0";"    12.0";"     1.2";"     0.5"
"1007";"346600 ";"2005JJ00";"   55181";"   51921";"  3259.6";"     0.5";"     4.0";"   55425";"    42.5";"     9.8";"     0.2";"     1.2";"     0.0";"    11.7";"     1.0";"     0.6"
"1008";"346600 ";"2006JJ00";"   50795";"   47697";"  3097.6";"     0.5";"     3.8";"   51023";"    38.3";"     9.6";"     0.0";"     1.1";"     0.0";"     9.4";"     1.3";"     0.4"
"1009";"346600 ";"2007JJ00";"   52637";"   50448";"  2189.2";"     0.4";"     3.5";"   52854";"    30.5";"     8.6";"     0.0";"     0.9";"     0.0";"     6.4";"     0.7";"     0.4"
"1010";"346600 ";"2008JJ00";"   52361";"   49815";"  2546.8";"     0.4";"     3.6";"   52574";"    26.1";"     6.1";"     0.1";"     0.8";"     0.0";"     7.1";"     0.7";"     0.4"
"1011";"346600 ";"2009JJ00";"   52986";"   49758";"  3227.7";"     0.5";"     3.9";"   53215";"    24.6";"     6.1";"     0.0";"     0.7";"     0.0";"     7.6";"     0.8";"     0.4"
"1012";"346600 ";"2010JJ00";"   55683";"   51845";"  3838.0";"     0.5";"     4.2";"   55924";"    23.7";"     6.4";"     0.0";"     0.7";"     0.0";"     7.8";"     0.8";"     0.3"
"1013";"346600 ";"2011JJ00";"   51227";"   47648";"  3579.1";"     0.4";"     3.9";"   51449";"    19.5";"     6.4";"     0.0";"     0.6";"     0.0";"     6.3";"     0.8";"     0.1"
"1014";"346600 ";"2012JJ00";"   48176";"   44665";"  3511.1";"     0.5";"     3.3";"   48390";"    18.8";"     7.9";"     0.0";"     0.7";"     0.0";"     8.0";"     1.5";"     0.1"
"1015";"346600 ";"2013JJ00";"   47308";"   44772";"  2535.3";"     0.4";"     3.0";"   47506";"    19.4";"     9.2";"     0.0";"     0.7";"     0.0";"     8.0";"     1.9";"     0.3"
"1016";"346600 ";"2014JJ00";"   50339";"   48441";"  1898.3";"     0.5";"     2.8";"   50540";"    16.5";"     8.4";"     0.0";"     0.6";"     0.0";"     6.6";"     1.7";"     0.3"
"1017";"346600 ";"2015JJ00";"   54603";"   52947";"  1655.7";"     0.6";"     3.4";"   54846";"    17.4";"     8.4";"     0.1";"     0.6";"     0.0";"     6.4";"     0.8";"     0.4"
"1018";"346600 ";"2016JJ00";"   53580";"   51813";"  1767.3";"     0.5";"     3.5";"   53817";"    14.9";"     5.8";"     0.1";"     0.5";"     0.0";"     6.2";"     0.7";"     0.3"
"1019";"346600 ";"2017JJ00";"   49867";"   48132";"  1735.3";"     0.5";"     3.3";"   50081";"    13.5";"     4.0";"     0.1";"     0.4";"     0.0";"     6.0";"     0.8";"     0.2"
"1020";"346600 ";"2018JJ00";"   46207";"   44442";"  1764.8";"     0.4";"     4.4";"   46440";"    12.9";"     3.8";"     0.1";"     0.4";"     0.0";"     6.3";"     0.7";"     0.2"
"1021";"346600 ";"2019JJ00";"   44668";"   41406";"  3262.8";"     0.4";"     4.0";"   44877";"    12.3";"     2.5";"     0.1";"     0.4";"     0.0";"     5.9";"     0.8";"     0.1"
"1022";"346600 ";"2020JJ00";"   38828";"   32514";"  6314.1";"     0.4";"     4.5";"   39047";"    10.7";"     1.5";"     0.2";"     0.3";"     0.0";"     6.1";"     0.7";"     0.1"
"1023";"346600 ";"2021JJ00";"   40688";"   32478";"  8210.1";"     0.5";"     4.5";"   40938";"    11.2";"     2.2";"     0.2";"     0.3";"     0.0";"     6.2";"     0.7";"     0.1"
"1024";"348000 ";"1990JJ00";"    3069";"     862";"  2207.2";"     0.6";"     2.3";"    3291";"     8.9";"     4.5";"     0.0";"     0.3";"   189.2";"     5.1";"     0.8";"     1.0"
"1025";"348000 ";"1991JJ00";"    3181";"     871";"  2309.6";"     0.6";"     2.6";"    3410";"     8.8";"     4.1";"     0.2";"     0.3";"   174.9";"     4.7";"     0.9";"     0.8"
"1026";"348000 ";"1992JJ00";"    3095";"     848";"  2246.6";"     0.6";"     3.1";"    3348";"     8.7";"     3.7";"     0.3";"     0.3";"   160.5";"     4.2";"     1.0";"     0.7"
"1027";"348000 ";"1993JJ00";"    3464";"     984";"  2480.1";"     0.7";"     3.7";"    3757";"     9.7";"     1.7";"     0.4";"     0.3";"   146.2";"     3.8";"     1.1";"     0.6"
"1028";"348000 ";"1994JJ00";"    3329";"     972";"  2357.0";"     0.8";"     4.4";"    3654";"     6.8";"     1.1";"     0.6";"     0.2";"   131.8";"     3.3";"     1.1";"     0.4"
"1029";"348000 ";"1995JJ00";"    3636";"    1188";"  2448.4";"     0.8";"     5.1";"    3992";"     5.7";"     0.7";"     0.4";"     0.2";"   117.5";"     2.8";"     1.2";"     0.3"
"1030";"348000 ";"1996JJ00";"    4489";"    1423";"  3065.8";"     0.9";"     5.5";"    4877";"     4.8";"     0.6";"     0.4";"     0.1";"    87.7";"     3.1";"     1.5";"     0.2"
"1031";"348000 ";"1997JJ00";"    5260";"    1702";"  3557.6";"     0.9";"     5.6";"    5655";"     5.7";"     0.4";"     0.2";"     0.1";"    85.3";"     2.7";"     1.2";"     0.2"
"1032";"348000 ";"1998JJ00";"    5534";"    1788";"  3746.0";"     0.9";"     5.4";"    5917";"     5.7";"     0.4";"     0.3";"     0.2";"    82.6";"     2.8";"     0.8";"     0.2"
"1033";"348000 ";"1999JJ00";"    5775";"    1880";"  3894.7";"     0.9";"     5.4";"    6156";"     7.1";"     0.4";"     0.3";"     0.2";"   109.5";"     2.3";"     0.4";"     0.2"
"1034";"348000 ";"2000JJ00";"    5856";"    1999";"  3857.1";"     0.9";"     5.4";"    6237";"     5.2";"     0.2";"     0.4";"     0.1";"   111.0";"     2.6";"     0.5";"     0.1"
"1035";"348000 ";"2001JJ00";"    5725";"    1908";"  3816.9";"     0.8";"     5.4";"    6099";"     4.7";"     0.2";"     0.4";"     0.1";"   106.9";"     2.4";"     0.6";"     0.1"
"1036";"348000 ";"2002JJ00";"    5950";"    1980";"  3970.3";"     0.8";"     5.3";"    6322";"     4.4";"     0.1";"     0.4";"     0.1";"   102.5";"     2.3";"     0.4";"     0.1"
"1037";"348000 ";"2003JJ00";"    5953";"    2082";"  3870.5";"     0.8";"     5.2";"    6316";"     4.2";"     0.1";"     0.3";"     0.1";"    97.6";"     2.3";"     0.3";"     0.1"
"1038";"348000 ";"2004JJ00";"    6292";"    2357";"  3935.6";"     0.8";"     5.2";"    6658";"     4.2";"     0.2";"     0.4";"     0.1";"    92.4";"     2.5";"     0.4";"     0.1"
"1039";"348000 ";"2005JJ00";"    6215";"    2425";"  3790.2";"     0.8";"     5.3";"    6587";"     4.7";"     0.2";"     0.4";"     0.1";"    86.9";"     2.6";"     0.4";"     0.1"
"1040";"348000 ";"2006JJ00";"    6426";"    2489";"  3937.2";"     0.8";"     5.1";"    6786";"     4.7";"     0.3";"     0.4";"     0.1";"    81.3";"     2.7";"     0.4";"     0.3"
"1041";"348000 ";"2007JJ00";"    6770";"    2573";"  4197.6";"     0.8";"     5.2";"    7133";"     4.9";"     0.3";"     0.4";"     0.1";"    75.5";"     2.2";"     0.3";"     0.1"
"1042";"348000 ";"2008JJ00";"    7651";"    2760";"  4891.1";"     0.8";"     5.1";"    8012";"     5.3";"     0.3";"     0.4";"     0.1";"    69.6";"     2.7";"     0.3";"     0.1"
"1043";"348000 ";"2009JJ00";"    8415";"    3083";"  5332.1";"     0.8";"     5.1";"    8779";"     5.4";"     0.3";"     0.4";"     0.2";"    63.7";"     3.3";"     0.4";"     0.1"
"1044";"348000 ";"2010JJ00";"    8396";"    3027";"  5368.4";"     0.8";"     4.9";"    8746";"     5.4";"     0.4";"     0.3";"     0.1";"    57.8";"     3.8";"     0.3";"     0.1"
"1045";"348000 ";"2011JJ00";"    8977";"    3179";"  5798.6";"     0.8";"     4.9";"    9332";"     5.9";"     0.4";"     0.3";"     0.2";"    52.1";"     3.9";"     0.3";"     0.1"
"1046";"348000 ";"2012JJ00";"    9289";"    3125";"  6163.8";"     0.8";"     5.0";"    9649";"     5.6";"     0.3";"     0.3";"     0.1";"    46.4";"     4.0";"     0.3";"     0.1"
"1047";"348000 ";"2013JJ00";"    9541";"    3401";"  6140.5";"     0.8";"     5.0";"    9896";"     5.5";"     0.3";"     0.3";"     0.1";"    43.5";"     3.5";"     0.3";"     0.1"
"1048";"348000 ";"2014JJ00";"    9563";"    3363";"  6199.9";"     0.8";"     4.9";"    9916";"     5.5";"     0.3";"     0.3";"     0.1";"    41.1";"     3.6";"     0.3";"     0.1"
"1049";"348000 ";"2015JJ00";"    9604";"    3203";"  6401.0";"     0.9";"     4.9";"    9971";"     5.5";"     0.3";"     0.3";"     0.1";"    39.0";"     3.5";"     0.3";"     0.1"
"1050";"348000 ";"2016JJ00";"    9869";"    3350";"  6518.4";"     0.9";"     5.3";"   10258";"     5.4";"     0.4";"     0.3";"     0.1";"    37.1";"     3.5";"     0.3";"     0.1"
"1051";"348000 ";"2017JJ00";"    9760";"    3202";"  6558.1";"     0.9";"     5.4";"   10153";"     5.3";"     0.3";"     0.3";"     0.1";"    35.3";"     3.5";"     0.3";"     0.1"
"1052";"348000 ";"2018JJ00";"    9459";"    2929";"  6530.1";"     0.9";"     5.4";"    9848";"     5.1";"     0.4";"     0.3";"     0.1";"    33.8";"     3.3";"     0.3";"     0.1"
"1053";"348000 ";"2019JJ00";"    9334";"    2809";"  6524.2";"     0.9";"     5.3";"    9718";"     5.1";"     0.4";"     0.3";"     0.1";"    32.5";"     3.2";"     0.3";"     0.1"
"1054";"348000 ";"2020JJ00";"    9366";"    2789";"  6576.9";"     0.9";"     5.5";"    9759";"     4.9";"     0.3";"     0.3";"     0.1";"    31.4";"     3.2";"     0.3";"     0.1"
"1055";"348000 ";"2021JJ00";"    9327";"    2650";"  6676.4";"     0.9";"     5.5";"    9721";"     4.7";"     0.3";"     0.4";"     0.1";"    30.4";"     3.2";"     0.3";"     0.1"
"1056";"350000 ";"1990JJ00";"    2847";"    2840";"     6.3";"     0.0";"     0.4";"    2863";"    27.8";"     2.8";"     0.0";"     0.7";"   104.3";"    30.4";"    30.5";"     4.3"
"1057";"350000 ";"1991JJ00";"    2972";"    2966";"     6.3";"     0.0";"     0.4";"    2989";"    31.2";"     2.8";"     0.0";"     0.8";"    88.9";"    29.1";"    29.4";"     4.3"
"1058";"350000 ";"1992JJ00";"    2976";"    2969";"     6.4";"     0.0";"     0.4";"    2993";"    31.0";"     2.8";"     0.0";"     0.8";"    73.6";"    28.5";"    28.0";"     4.2"
"1059";"350000 ";"1993JJ00";"    3079";"    3072";"     6.6";"     0.0";"     0.4";"    3097";"    30.9";"     2.9";"     0.0";"     0.8";"    58.2";"    27.8";"    26.7";"     4.1"
"1060";"350000 ";"1994JJ00";"    3354";"    3348";"     6.7";"     0.0";"     0.4";"    3373";"    30.8";"     2.8";"     0.0";"     0.8";"    42.9";"    27.0";"    25.4";"     4.0"
"1061";"350000 ";"1995JJ00";"    3317";"    3310";"     6.8";"     0.0";"     0.3";"    3483";"    30.4";"     2.7";"     0.0";"     0.7";"    27.5";"    25.9";"    23.4";"     3.8"
"1062";"350000 ";"1996JJ00";"    3429";"    3422";"     6.9";"     0.0";"     0.3";"    3661";"    31.2";"     2.7";"     0.1";"     0.8";"     0.0";"    25.3";"    22.6";"     3.9"
"1063";"350000 ";"1997JJ00";"    3372";"    3365";"     7.0";"     0.0";"     0.3";"    3619";"    30.7";"     2.3";"     0.1";"     0.7";"     0.0";"    24.0";"    21.6";"     3.8"
"1064";"350000 ";"1998JJ00";"    3455";"    3448";"     6.9";"     0.0";"     0.3";"    3715";"    30.6";"     2.3";"     0.1";"     0.7";"     0.0";"    22.9";"    20.7";"     3.7"
"1065";"350000 ";"1999JJ00";"    3618";"    3611";"     6.8";"     0.0";"     0.3";"    3774";"    32.1";"     2.4";"     0.1";"     0.8";"    25.0";"    23.1";"    20.2";"     3.9"
"1066";"350000 ";"2000JJ00";"    3541";"    3534";"     6.8";"     0.0";"     0.3";"    4383";"    30.7";"     2.3";"     0.1";"     0.7";"    25.0";"    21.5";"    19.6";"     3.8"
"1067";"350000 ";"2001JJ00";"    3764";"    3757";"     6.7";"     0.1";"     0.3";"    4133";"    30.6";"     2.1";"     0.1";"     0.7";"    25.0";"    21.6";"    16.7";"     3.9"
"1068";"350000 ";"2002JJ00";"    3581";"    3575";"     6.7";"     0.0";"     0.3";"    3877";"    28.8";"     2.0";"     0.1";"     0.7";"    25.0";"    20.0";"    15.9";"     3.6"
"1069";"350000 ";"2003JJ00";"    3561";"    3554";"     6.5";"     0.0";"     0.2";"    3783";"    27.2";"     1.6";"     0.1";"     0.6";"    25.0";"    18.7";"    12.9";"     3.4"
"1070";"350000 ";"2004JJ00";"    3614";"    3607";"     6.6";"     0.0";"     0.2";"    3853";"    26.9";"     1.7";"     0.1";"     0.6";"    25.0";"    18.3";"    10.7";"     3.3"
"1071";"350000 ";"2005JJ00";"    3700";"    3693";"     6.9";"     0.1";"     0.2";"    3859";"    26.9";"     1.7";"     0.1";"     0.6";"    25.0";"    18.4";"    11.9";"     3.2"
"1072";"350000 ";"2006JJ00";"    3629";"    3616";"    12.5";"     0.1";"     0.2";"    3802";"    25.8";"     1.7";"     0.1";"     0.6";"    25.0";"    17.5";"    11.0";"     3.1"
"1073";"350000 ";"2007JJ00";"    3665";"    3618";"    47.3";"     0.1";"     0.2";"    3873";"    25.6";"     1.6";"     0.1";"     0.6";"    25.0";"    17.3";"    10.9";"     3.1"
"1074";"350000 ";"2008JJ00";"    3783";"    3737";"    45.1";"     0.1";"     0.2";"    4000";"    25.4";"     0.9";"     0.1";"     0.6";"    25.0";"    17.5";"     8.0";"     3.0"
"1075";"350000 ";"2009JJ00";"    3724";"    3668";"    56.6";"     0.1";"     0.2";"    3998";"    24.5";"     0.4";"     0.1";"     0.6";"    25.0";"    16.9";"     9.6";"     2.7"
"1076";"350000 ";"2010JJ00";"    3529";"    3491";"    37.7";"     0.1";"     0.2";"    3769";"    22.4";"     0.2";"     0.1";"     0.5";"    25.0";"    15.5";"     9.7";"     2.4"
"1077";"350000 ";"2011JJ00";"    3555";"    3506";"    49.0";"     0.1";"     0.2";"    3811";"    22.7";"     0.0";"     0.1";"     0.5";"    25.0";"    15.7";"     8.9";"     2.3"
"1078";"350000 ";"2012JJ00";"    3366";"    3271";"    94.1";"     0.1";"     0.2";"    3589";"    20.8";"     0.0";"     0.1";"     0.5";"    25.0";"    14.0";"     7.8";"     2.1"
"1079";"350000 ";"2013JJ00";"    3328";"    3236";"    92.9";"     0.1";"     0.2";"    3510";"    20.2";"     0.0";"     0.1";"     0.4";"    25.0";"    13.5";"     7.4";"     2.0"
"1080";"350000 ";"2014JJ00";"    3273";"    3160";"   112.5";"     0.1";"     0.2";"    3439";"    19.7";"     0.0";"     0.1";"     0.4";"    25.0";"    13.0";"     8.2";"     2.0"
"1081";"350000 ";"2015JJ00";"    3202";"    3104";"    97.4";"     0.1";"     0.2";"    3368";"    18.8";"     0.0";"     0.1";"     0.4";"    25.0";"    12.0";"     7.3";"     1.9"
"1082";"350000 ";"2016JJ00";"    3352";"    3266";"    86.3";"     0.1";"     0.2";"    3513";"    19.0";"     0.0";"     0.1";"     0.4";"    25.0";"    12.2";"     6.4";"     1.9"
"1083";"350000 ";"2017JJ00";"    3339";"    3233";"   106.1";"     0.1";"     0.2";"    3511";"    17.9";"     0.0";"     0.1";"     0.4";"    25.0";"    11.5";"     6.3";"     1.8"
"1084";"350000 ";"2018JJ00";"    3429";"    3268";"   161.3";"     0.1";"     0.2";"    3593";"    15.7";"     0.0";"     0.1";"     0.3";"    25.0";"    10.9";"     6.1";"     1.8"
"1085";"350000 ";"2019JJ00";"    3378";"    3179";"   198.7";"     0.1";"     0.2";"    3600";"    14.7";"     0.0";"     0.1";"     0.3";"    25.0";"    10.1";"     6.0";"     1.8"
"1086";"350000 ";"2020JJ00";"    3398";"    3198";"   200.4";"     0.1";"     0.3";"    3563";"    14.5";"     0.0";"     0.1";"     0.3";"    25.0";"     9.5";"     6.1";"     1.8"
"1087";"350000 ";"2021JJ00";"    3473";"    3250";"   223.7";"     0.1";"     0.3";"    3645";"    13.9";"     0.0";"     0.2";"     0.3";"    25.0";"     9.3";"     6.1";"     1.8"
"1088";"300006 ";"1990JJ00";"   22370";"   22357";"    12.7";"     0.4";"     2.1";"   22539";"   266.5";"    70.3";"     0.3";"     8.0";"   517.9";"    97.1";"    85.6";"    17.6"
"1089";"300006 ";"1991JJ00";"   23441";"   23428";"    12.8";"     0.4";"     2.3";"   23623";"   267.1";"    67.2";"     0.3";"     7.9";"   417.9";"   157.0";"    81.0";"    17.4"
"1090";"300006 ";"1992JJ00";"   24789";"   24776";"    13.7";"     0.5";"     2.3";"   24987";"   278.8";"    72.5";"     0.3";"     8.3";"   317.8";"   188.6";"    76.5";"    17.8"
"1091";"300006 ";"1993JJ00";"   26179";"   26165";"    13.9";"     0.5";"     2.5";"   26391";"   281.7";"    75.9";"     0.3";"     8.5";"   217.7";"   186.1";"    71.7";"    17.7"
"1092";"300006 ";"1994JJ00";"   26798";"   26784";"    13.9";"     0.6";"     2.7";"   27024";"   285.3";"    79.6";"     0.3";"     8.7";"   117.6";"   151.7";"    67.0";"    17.8"
"1093";"300006 ";"1995JJ00";"   27730";"   27711";"    19.0";"     0.6";"     2.9";"   27978";"   283.1";"    79.6";"     0.3";"     8.7";"    17.6";"    82.2";"    60.2";"    17.0"
"1094";"300006 ";"1996JJ00";"   29148";"   29129";"    19.0";"     0.6";"     3.3";"   29423";"   281.4";"    78.4";"     0.4";"     8.6";"    14.6";"    78.2";"    52.5";"    16.5"
"1095";"300006 ";"1997JJ00";"   30125";"   30105";"    20.3";"     0.7";"     3.4";"   30414";"   289.3";"    78.5";"     0.4";"     8.8";"     9.7";"    77.0";"    47.7";"    16.6"
"1096";"300006 ";"1998JJ00";"   30938";"   30918";"    20.0";"     0.7";"     3.3";"   31230";"   298.6";"    87.1";"     0.4";"     9.2";"     5.6";"    73.7";"    45.8";"    16.8"
"1097";"300006 ";"1999JJ00";"   32672";"   32652";"    19.7";"     0.7";"     3.2";"   32969";"   325.4";"   101.8";"     0.4";"    10.3";"     2.8";"    74.5";"    44.3";"    18.5"
"1098";"300006 ";"2000JJ00";"   32996";"   32974";"    22.1";"     0.8";"     3.3";"   33364";"   330.0";"   101.8";"     0.5";"    10.4";"     1.4";"    70.9";"    38.4";"    18.6"
"1099";"300006 ";"2001JJ00";"   33275";"   33253";"    22.2";"     0.8";"     3.0";"   33659";"   328.0";"    95.8";"     0.5";"    10.1";"     0.5";"    69.6";"    36.6";"    17.7"
"1100";"300006 ";"2002JJ00";"   32688";"   32667";"    21.1";"     0.8";"     2.8";"   33085";"   315.7";"    87.2";"     0.5";"     9.6";"     0.0";"    67.1";"    33.3";"    16.2"
"1101";"300006 ";"2003JJ00";"   33188";"   33168";"    19.3";"     0.8";"     2.9";"   33608";"   323.1";"    88.3";"     0.5";"     9.8";"     0.0";"    66.3";"    32.3";"    16.0"
"1102";"300006 ";"2004JJ00";"   33638";"   33612";"    25.9";"     0.8";"     2.7";"   34074";"   325.5";"    84.2";"     0.5";"     9.7";"     0.0";"    64.7";"    30.0";"    15.2"
"1103";"300006 ";"2005JJ00";"   33883";"   33862";"    21.1";"     0.8";"     2.7";"   34342";"   330.6";"    89.5";"     0.6";"    10.0";"     0.0";"    65.0";"    34.1";"    15.6"
"1104";"300006 ";"2006JJ00";"   33177";"   33014";"   162.9";"     0.8";"     2.6";"   33649";"   296.1";"    71.8";"     0.6";"     8.7";"     0.0";"    65.3";"    32.7";"    13.1"
"1105";"300006 ";"2007JJ00";"   34303";"   33908";"   395.0";"     0.8";"     2.7";"   34814";"   324.0";"    81.4";"     0.6";"     9.6";"     0.0";"    66.9";"    33.3";"    14.3"
"1106";"300006 ";"2008JJ00";"   34961";"   34577";"   384.2";"     0.9";"     2.8";"   35510";"   329.4";"    67.6";"     0.6";"     9.3";"     0.0";"    68.4";"    33.3";"    13.6"
"1107";"300006 ";"2009JJ00";"   32869";"   32433";"   436.2";"     0.9";"     2.5";"   33421";"   301.8";"    62.9";"     0.6";"     8.6";"     0.0";"    64.6";"    30.2";"    12.5"
"1108";"300006 ";"2010JJ00";"   33595";"   33265";"   330.0";"     0.9";"     2.5";"   34163";"   288.2";"    52.1";"     0.5";"     7.9";"     0.0";"    63.2";"    31.5";"    11.4"
"1109";"300006 ";"2011JJ00";"   33407";"   33021";"   386.2";"     1.0";"     2.5";"   33994";"   265.8";"    34.8";"     0.5";"     6.9";"     0.0";"    63.3";"    30.9";"     9.3"
"1110";"300006 ";"2012JJ00";"   33904";"   33522";"   382.2";"     1.0";"     2.4";"   34506";"   268.7";"    27.9";"     0.5";"     6.7";"     0.0";"    61.7";"    30.5";"     9.5"
"1111";"300006 ";"2013JJ00";"   33609";"   33228";"   380.2";"     1.0";"     2.4";"   34255";"   268.7";"    38.5";"     0.5";"     7.1";"     0.0";"    59.9";"    29.8";"     9.3"
"1112";"300006 ";"2014JJ00";"   32932";"   32490";"   441.7";"     1.0";"     2.4";"   33541";"   265.4";"    29.5";"     0.6";"     6.7";"     0.0";"    57.4";"    29.0";"     9.4"
"1113";"300006 ";"2015JJ00";"   33222";"   32817";"   404.4";"     1.1";"     1.6";"   33831";"   254.3";"    20.7";"     0.6";"     6.2";"     0.0";"    54.8";"    29.2";"     8.0"
"1114";"300006 ";"2016JJ00";"   32109";"   31745";"   363.6";"     1.0";"     1.6";"   32668";"   249.0";"    13.6";"     0.7";"     5.9";"     0.0";"    53.9";"    28.4";"     6.8"
"1115";"300006 ";"2017JJ00";"   32298";"   31875";"   422.5";"     1.0";"     1.7";"   32878";"   249.0";"    13.5";"     0.8";"     5.9";"     0.0";"    53.9";"    29.0";"     6.6"
"1116";"300006 ";"2018JJ00";"   32895";"   32293";"   602.3";"     1.1";"     1.7";"   33410";"   249.7";"    12.5";"     0.8";"     5.9";"     0.0";"    48.4";"    29.4";"     6.6"
"1117";"300006 ";"2019JJ00";"   34188";"   33477";"   711.2";"     1.1";"     1.8";"   34699";"   238.7";"    11.6";"     0.9";"     5.6";"     0.0";"    45.8";"    29.0";"     6.3"
"1118";"300006 ";"2020JJ00";"   27298";"   26614";"   684.2";"     0.9";"     1.9";"   27756";"   212.4";"     7.9";"     0.9";"     4.9";"     0.0";"    36.2";"    27.3";"     6.0"
"1119";"300006 ";"2021JJ00";"   27546";"   26748";"   798.7";"     0.9";"     2.0";"   28015";"   207.5";"     8.6";"     1.0";"     4.8";"     0.0";"    35.5";"    28.8";"     5.9"
"1120";"354200 ";"1990JJ00";"    4034";"    4027";"     7.7";"     0.0";"     0.8";"    4063";"    32.0";"     2.1";"     0.1";"     0.8";"   327.5";"    39.7";"    39.5";"     2.4"
"1121";"354200 ";"1991JJ00";"    4337";"    4329";"     7.8";"     0.0";"     0.8";"    4369";"    32.3";"     2.2";"     0.2";"     0.8";"   264.2";"    68.3";"    36.9";"     2.4"
"1122";"354200 ";"1992JJ00";"    4309";"    4300";"     8.3";"     0.0";"     0.9";"    4344";"    32.4";"     2.2";"     0.2";"     0.8";"   200.9";"    82.9";"    34.4";"     2.3"
"1123";"354200 ";"1993JJ00";"    4491";"    4483";"     8.4";"     0.0";"     1.0";"    4531";"    31.1";"     2.3";"     0.2";"     0.8";"   137.7";"    80.6";"    31.6";"     2.2"
"1124";"354200 ";"1994JJ00";"    4366";"    4358";"     8.5";"     0.1";"     1.1";"    4410";"    29.5";"     2.2";"     0.2";"     0.7";"    74.4";"    62.0";"    28.7";"     2.0"
